,ISBN,category_id
1498,0439569842,246
1499,0439569842,390
1500,0439569842,391
1501,0307118703,25
1502,0307118703,134
1503,0307118703,2
1504,0590418858,12
1505,0590418858,299
1506,030720152X,22
1507,0816728739,25
1508,0816728739,392
1509,0816728739,2
1510,0865050880,27
1511,0865050880,2
1512,0812519655,22
1513,0812524853,41
1514,0812524853,2
1515,0449211770,50
1516,0449211770,387
1517,193072229X,136
1518,193072229X,2
1519,0812521129,56
1520,0812521129,2
1521,0345251733,50
1522,0345251733,2
1523,1400077826,3
1524,1400077826,40
1525,0312995431,393
1526,0312995431,394
1527,0312312628,16
1528,0312312628,395
1529,0312312628,396
1530,0312312628,397
1531,0312312628,398
1532,0446394521,41
1533,0446394521,2
1534,0590021117,15
1535,0590021117,80
1536,0590021117,2
1537,068484267X,15
1538,068484267X,20
1539,0553578693,30
1540,0553578693,34
1541,0553578693,2
1542,0380709260,116
1543,0380709260,31
1544,0807565288,3
1545,0807565288,227
1546,0312986769,9
1547,0312986769,212
1548,0312986769,2
1549,0345413377,41
1550,0345413377,321
1551,0345413377,399
1552,0345413369,174
1553,0345413369,31
1554,0679893105,48
1555,0679893105,400
1556,0679893105,401
1557,0061096091,56
1558,0061096091,382
1559,0061096091,402
1560,0345369068,25
1561,0345369068,403
1562,0451184718,48
1563,0451184718,404
1564,0449209121,15
1565,0449209121,80
1566,0449209121,2
1567,0060938455,75
1568,0060938455,76
1569,0060938455,266
1570,080411952X,16
1571,080411952X,69
1572,080411952X,314
1573,0060575808,1
1574,0060575808,158
1575,0060575808,159
1576,0060575808,160
1577,0060575808,161
1578,0060558865,15
1579,0060558865,39
1580,0060558865,40
1581,0767912918,16
1582,0767912918,17
1583,0767912918,405
1584,0553298860,16
1585,0553298860,69
1586,0553298860,2
1587,0385335679,41
1588,0385335679,2
1589,0440122090,16
1590,0440122090,85
1591,0440122090,406
1592,0671525832,102
1593,0671525832,69
1594,0671525832,103
1595,0671525832,104
1596,0671525832,105
1597,0671525832,106
1598,0671525832,107
1599,0671525832,108
1600,0553279572,22
1601,0061009059,16
1602,0061009059,153
1603,0061009059,2
1604,0060930187,15
1605,0060930187,2
1606,0516076272,3
1607,0516076272,2
1608,0679450432,41
1609,0679450432,2
1610,0821775863,98
1611,0821775863,2
1612,0821770209,246
1613,0821770209,325
1614,0670855758,12
1615,0670855758,306
1616,0553562819,16
1617,0553562819,2
1618,0446364193,116
1619,0446364193,2
1620,0446519138,9
1621,0446519138,21
1622,0425179672,4
1623,0425179672,407
1624,0425179672,408
1625,0061042943,12
1626,0061042943,409
1627,0061042943,410
1628,0399144463,15
1629,0399144463,40
1630,0965404560,15
1631,0965404560,411
1632,006015781X,22
1633,0060930705,22
1634,0312206763,41
1635,0312206763,321
1636,0312206763,412
1637,0316116025,116
1638,0316116025,2
1639,0156013967,3
1640,0156013967,413
1641,0385314019,12
1642,0385314019,38
1643,0385314019,414
1644,0743444167,116
1645,0743444167,415
1646,0618231617,102
1647,0618231617,69
1648,0618231617,103
1649,0618231617,104
1650,0618231617,105
1651,0618231617,106
1652,0618231617,107
1653,0618231617,108
1654,1567920047,136
1655,1567920047,416
1656,1567920047,2
1657,0811203220,15
1658,0811203220,233
1659,0811203220,2
1660,1573229148,3
1661,1573229148,40
1662,0787955671,73
1663,0787955671,2
1664,0425174484,3
1665,0425174484,20
1666,0385496907,25
1667,0385496907,417
1668,0385496907,2
1669,0446523992,48
1670,0446523992,2
1671,0140185216,15
1672,0140185216,115
1673,0140185216,2
1674,0684717255,22
1675,0486272745,16
1676,0486272745,241
1677,8807120194,59
1678,8807120194,247
1679,0062507249,16
1680,0062507249,2
1681,0684801221,15
1682,0684801221,115
1683,0684801221,2
1684,1576737357,116
1685,1576737357,2
1686,0060083298,70
1687,0060083298,418
1688,0060083298,419
1689,0446672211,41
1690,0446672211,420
1691,0140293248,27
1692,0140293248,374
1693,0807070718,22
1694,0743213831,4
1695,0743213831,2
1696,0345305477,421
1697,0345305477,2
1698,0061080519,91
1699,0061080519,422
1700,0142000205,56
1701,0142000205,2
1702,0316735027,15
1703,0316735027,2
1704,193156146X,102
1705,193156146X,85
1706,193156146X,423
1707,015600710X,15
1708,015600710X,36
1709,015600710X,2
1710,0062517856,3
1711,0062517856,24
1712,0679767789,15
1713,0679767789,2
1714,0449911683,117
1715,0449911683,424
1716,0425169626,22
1717,0449207757,56
1718,0449207757,332
1719,0449207757,425
1720,0449245691,155
1721,0449245691,156
1722,0140029400,50
1723,0140029400,426
1724,0140021566,91
1725,0140021566,422
1726,2253004022,56
1727,2253004022,382
1728,2253004022,427
1729,2253005274,16
1730,2253005274,2
1731,225300670X,41
1732,225300670X,2
1733,2266084372,75
1734,2266084372,2
1735,2070362388,56
1736,2070362388,356
1737,2266029460,13
1738,2266029460,256
1739,2266029460,2
1740,2253007102,15
1741,2253007102,2
1742,2070417743,117
1743,2070417743,418
1744,2070417743,428
1745,2266033689,22
1746,2070384349,25
1747,2070384349,71
1748,207053880X,15
1749,207053880X,115
1750,207053880X,2
1751,2070334368,50
1752,2070334368,146
1753,2290314951,16
1754,2290314951,69
1755,2290314951,2
1756,229000510X,41
1757,229000510X,2
1758,3492207006,3
1759,3492207006,2
1760,3499177757,82
1761,3499177757,83
1762,3889774016,174
1763,3889774016,378
1764,3502670005,56
1765,3502670005,2
1766,0905762487,25
1767,0905762487,2
1768,3499222604,82
1769,3499222604,429
1770,3746670055,12
1771,3746670055,38
1772,3746670055,430
1773,0140620427,56
1774,0140620427,31
1775,3596144434,16
1776,3596144434,85
1777,3596144434,431
1778,3442724686,16
1779,3442724686,85
1780,3442724686,431
1781,0385504209,15
1782,0385504209,36
1783,0385504209,2
1784,0446525502,15
1785,0446525502,148
1786,0385500769,142
1787,0385500769,432
1788,0385500769,2
1789,0399147012,12
1790,0399147012,38
1791,0399147012,433
1792,0670892963,62
1793,0670892963,434
1794,0688180639,22
1795,0316789089,15
1796,0316789089,2
1797,0451197275,12
1798,0451197275,111
1799,0451197275,112
1800,0425184129,15
1801,0425184129,233
1802,0425184129,2
1803,0151001006,142
1804,0151001006,2
1805,0385505833,102
1806,0385505833,207
1807,0385505833,208
1808,0679442790,142
1809,0679442790,435
1810,0679442790,436
1811,0525943862,25
1812,0525943862,2
1813,0609605925,98
1814,0609605925,80
1815,0609605925,437
1816,0060191929,70
1817,0060191929,201
1818,0060191929,229
1819,0743206045,50
1820,0743206045,2
1821,0684864843,15
1822,0684864843,66
1823,0684867818,73
1824,0684867818,2
1825,0743406176,50
1826,0743406176,2
1827,0380978539,30
1828,0380978539,438
1829,0679603352,15
1830,0679603352,66
1831,0679410430,75
1832,0679410430,2
1833,0446523569,59
1834,0446523569,60
1835,0446523569,2
1836,0671042556,75
1837,0671042556,76
1838,0671042556,439
1839,0679450440,9
1840,0679450440,244
1841,0679450440,2
1842,0140107649,136
1843,0140107649,416
1844,0140107649,2
1845,0609606727,13
1846,0609606727,256
1847,0609606727,2
1848,0446527793,90
1849,0446527793,2
1850,0446531332,91
1851,0446531332,2
1852,1570717257,246
1853,1570717257,440
1854,1570717257,2
1855,0060192631,30
1856,0060192631,34
1857,0060192631,2
1858,0385420161,142
1859,0385420161,441
1860,0385420161,2
1861,0345339711,50
1862,0345339711,170
1863,0345339711,171
1864,052594463X,56
1865,052594463X,99
1866,052594463X,442
1867,052594463X,443
1868,039304016X,16
1869,039304016X,69
1870,039304016X,2
1871,0399147128,150
1872,0399147128,2
1873,0670031046,59
1874,0670031046,2
1875,0394574745,16
1876,0394574745,69
1877,0394574745,2
1878,0316969443,3
1879,0316969443,2
1880,0743230051,70
1881,0743230051,444
1882,0316693200,62
1883,0316693200,63
1884,0316693200,445
1885,0684868911,15
1886,0684868911,36
1887,0684868911,2
1888,0842336214,75
1889,0842336214,226
1890,0842336214,446
1891,0399148582,22
1892,0684864320,56
1893,0684864320,187
1894,0684864320,188
1895,0525944834,50
1896,0525944834,340
1897,0525944834,341
1898,0345428900,98
1899,0345428900,39
1900,0345428900,2
1901,0451176812,27
1902,0451176812,2
1903,0671525794,16
1904,0671525794,447
1905,0718144538,3
1906,0718144538,11
1907,0446602086,3
1908,0446602086,148
1909,0394551427,3
1910,0394551427,2
1911,0064407667,22
1912,0007100221,56
1913,0007100221,57
1914,0007100221,2
1915,2253148539,4
1916,2253148539,2
1917,2253043974,75
1918,2253043974,2
1919,2020315491,25
1920,2020315491,448
1921,0747549923,9
1922,0747549923,250
1923,0747549923,449
1924,0743462335,3
1925,0743462335,2
1926,0140253580,56
1927,0140253580,2
1928,0947782141,15
1929,0947782141,20
1930,057120354X,155
1931,057120354X,157
1932,057120354X,158
1933,057120354X,159
1934,057120354X,160
1935,057120354X,161
1936,0349101779,12
1937,0349101779,2
1938,0743222229,56
1939,0743222229,187
1940,0743222229,450
1941,185479549X,56
1942,185479549X,332
1943,185479549X,2
1944,0140292918,4
1945,0140292918,2
1946,1854795554,45
1947,1854795554,2
1948,1858813093,22
1949,2871290911,98
1950,2871290911,80
1951,2871290911,437
1952,0198604025,15
1953,0198604025,2
1954,1842151053,30
1955,1842151053,451
1956,2253063339,90
1957,2253063339,452
1958,2253063339,2
1959,1860198597,9
1960,1860198597,2
1961,0767908473,91
1962,0767908473,2
1963,1842040154,56
1964,1842040154,382
1965,1842040154,453
1966,0140622063,4
1967,0140622063,454
1968,0571209521,236
1969,0571209521,266
1970,2264009306,174
1971,2264009306,455
1972,1841952931,16
1973,1841952931,207
1974,1841952931,208
1975,0890877564,15
1976,0890877564,115
1977,0890877564,359
1978,1405200677,1
1979,1405200677,2
1980,0416196772,52
1981,0416196772,2
1982,0747538069,98
1983,0747538069,456
1984,0375501347,15
1985,0375501347,20
1986,0060927240,174
1987,0060927240,391
1988,0316776963,113
1989,0316776963,2
1990,156341029X,116
1991,156341029X,457
1992,0060934719,15
1993,0060934719,79
1994,0060934719,2
1995,1886383421,59
1996,1886383421,325
1997,1888451084,15
1998,1888451084,20
1999,0451450256,136
2000,0451450256,416
2001,0451450256,2
2002,1555835953,12
2003,1555835953,38
2004,1555835953,2
2005,0395877563,70
2006,0395877563,199
2007,0962893862,70
2008,0962893862,201
2009,0962893862,364
2010,1555834531,3
2011,1555834531,2
2012,0393318435,15
2013,0393318435,79
2014,0393318435,2
2015,0889740828,25
2016,0889740828,458
2017,0889740828,2
2018,1563410443,30
2019,1563410443,34
2020,1563410443,2
2021,1563899388,15
2022,1563899388,227
2023,1563411148,136
2024,1563411148,459
2025,1563411148,2
2026,0553579681,15
2027,0553579681,36
2028,0553579681,460
2029,0553579673,4
2030,0553579673,461
2031,0451181379,168
2032,0451181379,2
2033,0786889160,56
2034,0786889160,57
2035,0786889160,2
2036,0345370740,4
2037,0345370740,454
2038,0553574175,9
2039,0553574175,101
2040,0553574175,2
2041,0553574167,52
2042,0553574167,2
2043,0553574159,59
2044,0553574159,257
2045,0312287240,3
2046,0312287240,227
2047,0679801146,15
2048,0679801146,2
2049,0446300101,16
2050,0446300101,17
2051,0446300101,18
2052,0821750410,50
2053,0821750410,2
2054,0425142485,22
2055,0451456548,32
2056,0451456548,284
2057,0451456548,371
2058,0060006048,15
2059,0060006048,411
2060,0312906552,15
2061,0312906552,36
2062,0312906552,152
2063,0440117291,75
2064,0440117291,76
2065,0440117291,266
2066,0425049981,136
2067,0425049981,416
2068,0425049981,462
2069,0374386676,30
2070,0374386676,34
2071,0374386676,2
2072,0786886463,70
2073,0786886463,418
2074,0786886463,463
2075,0345395379,9
2076,0345395379,244
2077,0345395379,2
2078,0380788497,50
2079,0380788497,146
2080,0307215342,3
2081,0307215342,281
2082,0374343381,98
2083,0374343381,464
2084,0345403339,30
2085,0345403339,128
2086,0345403339,465
2087,0440226694,3
2088,0440226694,196
2089,0440219604,42
2090,0440219604,466
2091,0767903285,16
2092,0767903285,241
2093,0345429176,27
2094,0345429176,327
2095,038529929X,27
2096,038529929X,64
2097,038529929X,467
2098,1573229571,117
2099,1573229571,2
2100,0345418778,155
2101,0345418778,157
2102,0345418778,158
2103,0345418778,159
2104,0345418778,160
2105,0345418778,161
2106,0517201658,3
2107,0517201658,211
2108,0743211383,136
2109,0743211383,468
2110,039914370X,56
2111,039914370X,469
2112,1884777805,82
2113,1884777805,196
2114,0312977905,4
2115,0312977905,470
2116,0812521331,15
2117,0812521331,20
2118,0451205421,13
2119,0451205421,256
2120,0451205421,2
2121,0894342789,98
2122,0894342789,39
2123,0894342789,2
2124,0440218535,15
2125,0440218535,79
2126,0440218535,471
2127,0449207595,15
2128,0449207595,88
2129,0449207595,89
2130,8806142267,3
2131,8806142267,55
2132,0670844594,15
2133,0670844594,164
2134,039457513X,16
2135,039457513X,472
2136,0394559487,13
2137,0394559487,256
2138,0394559487,2
2139,0804001944,45
2140,0804001944,473
2141,0590897985,12
2142,0590897985,38
2143,0590897985,2
2144,0689832877,82
2145,0689832877,83
2146,0689829698,15
2147,0689829698,411
2148,0439042917,22
2149,0064409457,3
2150,0064409457,196
2151,0064405052,3
2152,0064405052,20
2153,043922165X,12
2154,043922165X,154
2155,0152162445,52
2156,0152162445,2
2157,0152162577,70
2158,0152162577,63
2159,0152162577,474
2160,0152162577,475
2161,0152162577,476
2162,0152162577,477
2163,015216250X,15
2164,015216250X,20
2165,1562477528,59
2166,1562477528,173
2167,0439221676,16
2168,0439221676,69
2169,0439221676,2
2170,0439221684,70
2171,0439221684,478
2172,0439221684,479
2173,0439221714,59
2174,0439221714,480
2175,0439221706,15
2176,0439221706,88
2177,0439221706,89
2178,0439221730,3
2179,0439221730,281
2180,0440415993,3
2181,0440415993,481
2182,0895872102,98
2183,0895872102,115
2184,0895872102,2
2185,068983585X,155
2186,068983585X,304
2187,0345391802,59
2188,0345391802,482
2189,0440219078,117
2190,0440219078,16
2191,0440219078,2
2192,185424597X,15
2193,185424597X,36
2194,185424597X,2
2195,2080105434,3
2196,2080105434,40
2197,349913358X,7
2198,349913358X,8
2199,3257201761,22
2200,3404121686,16
2201,3404121686,17
2202,3404121686,405
2203,3404118960,142
2204,3404118960,432
2205,3404118960,483
2206,0345356578,1
2207,0345356578,19
2208,0345346971,174
2209,0345346971,455
2210,0753804700,9
2211,0753804700,2
2212,0451155750,3
2213,0451155750,2
2214,0786890436,12
2215,0786890436,154
2216,0415928087,15
2217,0415928087,88
2218,0415928087,89
2219,0521427150,32
2220,0521427150,484
2221,0812923278,75
2222,0812923278,76
2223,0812923278,266
2224,0884111342,13
2225,0884111342,14
2226,0884111342,2
2227,0345428544,136
2228,0345428544,137
2229,0345428544,138
2230,0671694049,25
2231,0671694049,81
2232,0671694049,485
2233,080901582X,246
2234,080901582X,486
2235,0449006557,50
2236,0449006557,2
2237,0373250339,73
2238,0373250339,487
2239,0380820447,32
2240,0380820447,305
2241,0385497679,41
2242,0385497679,321
2243,0385497679,488
2244,0451454243,9
2245,0451454243,21
2246,0941423042,45
2247,0941423042,2
2248,0373871562,15
2249,0373871562,39
2250,0373871562,2
2251,0553101439,62
2252,0553101439,63
2253,0553101439,489
2254,0898151910,56
2255,0898151910,99
2256,0898151910,442
2257,0898151910,2
2258,0835949362,4
2259,0835949362,490
2260,0880701102,3
2261,0880701102,227
2262,039914563X,9
2263,039914563X,2
2264,0312853238,30
2265,0312853238,34
2266,0312853238,2
2267,0688048730,98
2268,0688048730,248
2269,0688048730,2
2270,0425161722,16
2271,0425161722,69
2272,0425161722,268
2273,0385493800,50
2274,0385493800,289
2275,0385493800,290
2276,0849916399,32
2277,0849916399,284
2278,0849916399,371
2279,1928791107,27
2280,1928791107,64
2281,1928791107,65
2282,067175145X,22
2283,0440211727,82
2284,0440211727,2
2285,0877192820,30
2286,0877192820,34
2287,0877192820,35
2288,0380002450,12
2289,0380002450,242
2290,0380002450,2
2291,0793133955,4
2292,0793133955,2
2293,0394178017,70
2294,0394178017,199
2295,0425134350,259
2296,0425134350,2
2297,0385479689,27
2298,0385479689,327
2299,0380754851,136
2300,0380754851,491
2301,0380538504,45
2302,0380538504,492
2303,044661162X,3
2304,044661162X,227
2305,0671742566,3
2306,0671742566,40
2307,0515122408,15
2308,0515122408,39
2309,0515122408,493
2310,0440222818,3
2311,0440222818,40
2312,0451204050,9
2313,0451204050,250
2314,0451204050,251
2315,038533334X,32
2316,038533334X,284
2317,038533334X,371
2318,0449131548,56
2319,0449131548,187
2320,0449131548,494
2321,0440120470,239
2322,0440120470,495
2323,0451188209,9
2324,0451188209,234
2325,0440130913,142
2326,0440130913,496
2327,0449001954,42
2328,0449001954,497
2329,0345404777,16
2330,0345404777,17
2331,0345404777,2
2332,0451185277,16
2333,0451185277,17
2334,0451185277,18
2335,0440224829,3
2336,0440224829,20
2337,0671779338,102
2338,0671779338,337
2339,0671779338,338
2340,0515134368,25
2341,0515134368,311
2342,0380759497,15
2343,0380759497,88
2344,0380759497,2
2345,3442098424,56
2346,3442098424,332
2347,3442098424,2
2348,0394578791,91
2349,0394578791,498
2350,1558505377,15
2351,1558505377,20
2352,0373245696,25
2353,0373245696,499
2354,0373245696,500
2355,0743201078,70
2356,0743201078,501
2357,0743201078,502
2358,0743201078,503
2359,0743201078,2
2360,068983571X,16
2361,068983571X,85
2362,068983571X,504
2363,0553256785,142
2364,0553256785,432
2365,0553256785,505
2366,0892967994,22
2367,0061064505,16
2368,0061064505,69
2369,0061064505,506
2370,1551668785,15
2371,1551668785,227
2372,0836230868,70
2373,0836230868,63
2374,0836230868,2
2375,0381999866,30
2376,0381999866,389
2377,0380817144,15
2378,0380817144,88
2379,0380817144,89
2380,0380752115,70
2381,0380752115,201
2382,0380752115,507
2383,0553212583,98
2384,0553212583,508
2385,0553212583,509
2386,0446364762,9
2387,0446364762,510
2388,0425166619,70
2389,0425166619,243
2390,0425166619,2
2391,061312975X,15
2392,061312975X,20
2393,0765341972,59
2394,0765341972,31
2395,0590514776,94
2396,0590514776,2
2397,0373037430,70
2398,0373037430,199
2399,0064472779,3
2400,0064472779,40
2401,0553581279,12
2402,0553581279,111
2403,0553581279,2
2404,0373750013,12
2405,0373750013,2
2406,0393030342,15
2407,0393030342,36
2408,0393030342,2
2409,0553561618,30
2410,0553561618,511
2411,0312422156,30
2412,0312422156,34
2413,0312422156,2
2414,0425139069,32
2415,0425139069,209
2416,0450029956,30
2417,0450029956,34
2418,0450029956,2
2419,0130139165,30
2420,0130139165,512
2421,0373196741,4
2422,0373196741,274
2423,0451524489,16
2424,0451524489,2
2425,0140065172,393
2426,0140065172,394
2427,044022165X,22
2428,0373123485,27
2429,0373123485,320
2430,0373123108,15
2431,0373123108,20
2432,0590225170,174
2433,0590225170,303
2434,0399143165,32
2435,0399143165,513
2436,044132231X,25
2437,044132231X,134
2438,044132231X,2
2439,0425124347,50
2440,0425124347,426
2441,0786889705,3
2442,0786889705,29
2443,0312282990,15
2444,0312282990,88
2445,0312282990,2
2446,0425137945,73
2447,0425137945,514
2448,042512892X,75
2449,042512892X,2
2450,0425113892,32
2451,0425113892,484
2452,0394820371,70
2453,0394820371,199
2454,0449134482,4
2455,0449134482,407
2456,0449134482,408
2457,014036336X,30
2458,014036336X,512
2459,0375821813,75
2460,0375821813,2
2461,0812516826,98
2462,0812516826,508
2463,0812516826,2
2464,0345348036,12
2465,0345348036,306
2466,0679420118,3
2467,0679420118,481
2468,0871137380,15
2469,0871137380,88
2470,0871137380,89
2471,0741409690,27
2472,0741409690,2
2473,0741407213,9
2474,0741407213,515
2475,0741407213,516
2476,0759612277,15
2477,0759612277,517
2478,0741402858,27
2479,0741402858,203
2480,0741402858,204
2481,1585007366,30
2482,1585007366,34
2483,1585007366,2
2484,074141127X,9
2485,074141127X,250
2486,074141127X,2
2487,0741403471,27
2488,0741403471,2
2489,0741403781,9
2490,0741403781,101
2491,0741403781,2
2492,0741403056,4
2493,0741403056,274
2494,0741405784,15
2495,0741405784,39
2496,0741405784,2
2497,0741402912,4
2498,0741402912,2
2499,0553568760,30
2500,0553568760,34
2501,0553568760,2
2502,034538184X,117
2503,034538184X,16
2504,034538184X,324
2505,0140620125,15
2506,0140620125,88
2507,0140620125,89
2508,0140620109,70
2509,0140620109,199
2510,0375420827,117
2511,0375420827,185
2512,0375420827,518
2513,0671745530,236
2514,0671745530,266
2515,0805062971,117
2516,0805062971,519
2517,0553211412,4
2518,0553211412,2
2519,0671510053,246
2520,0671510053,486
2521,1573229385,98
2522,1573229385,264
2523,0945397410,41
2524,0945397410,520
2525,0945397410,2
2526,0385334036,15
2527,0385334036,2
2528,0060914653,59
2529,0060914653,313
2530,0345347536,70
2531,0345347536,63
2532,0345347536,521
2533,0345347536,522
2534,0345347536,523
2535,0345347536,477
2536,055321313X,3
2537,055321313X,120
2538,055321313X,121
2539,055321313X,122
2540,3473540420,155
2541,3473540420,47
2542,3473540420,2
2543,0375507256,50
2544,0375507256,237
2545,0375507256,2
2546,0060529709,15
2547,0060529709,88
2548,0060529709,89
2549,0876850867,52
2550,0876850867,2
2551,0140274154,25
2552,0140274154,458
2553,0140274154,2
2554,0679743464,30
2555,0679743464,34
2556,0679743464,2
2557,0375704027,15
2558,0375704027,227
2559,0874067391,116
2560,0874067391,2
2561,0590484753,9
2562,0590484753,2
2563,0451527038,94
2564,0451527038,2
2565,1590520777,98
2566,1590520777,264
2567,0590484672,70
2568,0590484672,197
2569,0590484672,198
2570,0975311255,98
2571,0975311255,39
2572,0975311255,2
2573,0743237188,7
2574,0743237188,524
2575,0553586122,117
2576,0553586122,16
2577,0553586122,525
2578,0553584510,16
2579,0553584510,69
2580,0553584510,2
2581,0345341201,50
2582,0345341201,289
2583,0345341201,290
2584,1551662744,13
2585,1551662744,256
2586,1551662744,2
2587,0440175623,70
2588,0440175623,243
2589,0440175623,2
2590,0440216842,70
2591,0440216842,243
2592,0440216842,2
2593,0345443284,15
2594,0345443284,88
2595,0345443284,89
2596,0553285653,3
2597,0553285653,20
2598,0394800133,15
2599,0394800133,36
2600,0394800133,351
2601,0060972777,70
2602,0060972777,63
2603,0060972777,526
2604,0060972777,527
2605,0060972777,477
2606,0064401472,25
2607,0064401472,71
2608,0156001942,7
2609,0156001942,8
2610,055326382X,15
2611,055326382X,88
2612,055326382X,89
2613,0345418018,15
2614,0345418018,2
2615,0684801469,32
2616,0684801469,315
2617,0393961192,3
2618,0393961192,2
2619,9997522052,15
2620,9997522052,36
2621,9997522052,2
2622,0872203492,59
2623,0872203492,480
2624,0312420145,22
2625,0911104542,70
2626,0911104542,199
2627,0375401318,136
2628,0375401318,416
2629,0375401318,462
2630,0140253602,70
2631,0140253602,197
2632,0140253602,528
2633,0671789422,142
2634,0671789422,432
2635,0671789422,529
2636,1566193966,239
2637,1566193966,530
2638,014016930X,15
2639,014016930X,88
2640,014016930X,89
2641,0140077022,136
2642,0140077022,416
2643,0140077022,462
2644,0679732764,56
2645,0679732764,2
2646,0553273604,16
2647,0553273604,69
2648,0553273604,2
2649,0553273914,3
2650,0553273914,40
2651,0060256672,70
2652,0060256672,80
2653,0060256672,324
2654,039592720X,70
2655,039592720X,199
2656,1859671500,16
2657,1859671500,69
2658,1859671500,268
2659,0810935627,52
2660,0810935627,16
2661,0810935627,69
2662,0810935627,2
2663,0060928336,41
2664,0060928336,68
2665,0671003755,70
2666,0671003755,264
2667,0553268449,13
2668,0553268449,531
2669,0684844729,75
2670,0684844729,226
2671,0684844729,532
2672,0395051649,98
2673,0395051649,80
2674,0395051649,69
2675,0395051649,2
2676,0375705228,15
2677,0375705228,533
2678,038001503X,62
2679,038001503X,63
2680,038001503X,534
2681,0835607860,15
2682,0835607860,20
2683,158574218X,246
2684,158574218X,2
2685,0806996021,15
2686,0806996021,115
2687,0806996021,2
2688,0440215625,22
2689,0316777730,16
2690,0316777730,2
2691,0375501851,75
2692,0375501851,226
2693,0375501851,535
2694,0877733759,117
2695,0877733759,2
2696,0805019367,30
2697,0805019367,34
2698,0805019367,2
2699,0140070206,59
2700,0140070206,173
2701,0140236589,9
2702,0140236589,21
2703,0140042393,32
2704,0140042393,284
2705,0140042393,2
2706,1590520653,62
2707,1590520653,63
2708,1590520653,536
2709,1590521994,94
2710,1590521994,95
2711,1590521994,96
2712,3446202218,25
2713,3446202218,499
2714,3446202218,537
2715,3499134446,98
2716,3499134446,248
2717,3499134446,538
2718,067142517X,9
2719,067142517X,244
2720,067142517X,2
2721,0671726889,70
2722,0671726889,197
2723,0671726889,528
2724,0446601241,70
2725,0446601241,118
2726,0446601241,539
2727,0451124340,98
2728,0451124340,233
2729,0451124340,2
2730,0345384466,9
2731,0345384466,123
2732,0446604801,50
2733,0446604801,2
2734,0345422392,117
2735,0345422392,2
2736,0679734775,75
2737,0679734775,226
2738,0679734775,540
2739,0440414717,15
2740,0440414717,541
2741,0689715625,45
2742,0689715625,473
2743,0812539389,22
2744,0152013369,117
2745,0152013369,185
2746,0152013369,412
2747,0425124819,27
2748,0425124819,28
2749,0425124819,542
2750,0345409469,15
2751,0345409469,411
2752,1558747346,30
2753,1558747346,34
2754,1558747346,2
2755,0373250177,50
2756,0373250177,289
2757,0373250177,290
2758,0763615382,50
2759,0763615382,146
2760,0965975401,3
2761,0965975401,97
2762,0141001771,32
2763,0141001771,484
2764,068930935X,4
2765,068930935X,274
2766,0451523369,15
2767,0451523369,411
2768,0786884622,4
2769,0786884622,31
2770,0449005569,32
2771,0449005569,284
2772,0449005569,2
2773,0671027344,12
2774,0671027344,543
2775,8885989632,70
2776,8885989632,544
2777,0786927089,25
2778,0786927089,545
2779,0684831058,15
2780,0684831058,24
2781,006019491X,22
2782,0684819066,174
2783,0684819066,546
2784,0375420673,15
2785,0375420673,36
2786,0375420673,152
2787,0140368558,50
2788,0140368558,297
2789,0395353416,70
2790,0395353416,199
2791,0066211611,70
2792,0066211611,243
2793,0066211611,547
2794,0312254164,15
2795,0312254164,359
2796,3453147243,15
2797,3453147243,88
2798,3453147243,89
2799,3746611229,70
2800,3746611229,444
2801,3492229336,4
2802,3492229336,317
2803,3492229336,2
2804,3453177800,15
2805,3453177800,110
2806,3453177800,2
2807,3423009152,25
2808,3423009152,214
2809,3423009152,548
2810,3596133319,15
2811,3596133319,36
2812,3596133319,2
2813,3822813397,32
2814,3822813397,284
2815,3822813397,549
2816,3426871874,98
2817,3426871874,501
2818,3426871874,502
2819,3426871874,503
2820,3426871874,550
2821,3453171977,52
2822,3453171977,2
2823,3423620005,48
2824,3423620005,2
2825,034537522X,56
2826,034537522X,332
2827,034537522X,551
2828,0345375211,25
2829,0345375211,134
2830,0345375211,2
2831,034545829X,75
2832,034545829X,226
2833,034545829X,532
2834,0140042520,27
2835,0140042520,2
2836,0380789035,98
2837,0380789035,79
2838,0380789035,2
2839,0446677574,15
2840,0446677574,20
2841,0345358791,3
2842,0345358791,97
2843,0060964049,259
2844,0060964049,2
2845,0380558483,113
2846,0380558483,309
2847,1558171398,165
2848,1558171398,166
2849,1558171398,2
2850,0425121046,59
2851,0425121046,173
2852,0441317502,32
2853,0441317502,484
2854,0804102279,82
2855,0804102279,552
2856,0804102279,304
2857,0812551389,56
2858,0812551389,31
2859,0345298985,22
2860,0345316991,75
2861,0345316991,226
2862,0345316991,258
2863,034531042X,98
2864,034531042X,553
2865,034531042X,2
2866,0345310306,98
2867,0345310306,201
2868,0345310306,229
2869,0345310292,246
2870,0345310292,2
2871,034531011X,56
2872,034531011X,223
2873,034531011X,554
2874,0679734058,22
2875,0451130448,70
2876,0451130448,444
2877,0553266500,15
2878,0553266500,36
2879,0553266500,351
2880,0440206154,102
2881,0440206154,85
2882,0440206154,431
2883,0345370775,52
2884,0345370775,16
2885,0345370775,2
2886,0441366945,30
2887,0441366945,34
2888,0441366945,2
2889,0553574833,32
2890,0553574833,484
2891,0915950839,239
2892,0915950839,31
2893,0060242388,70
2894,0060242388,555
2895,0452265347,70
2896,0452265347,556
