,reservation_id,copy_id,position_in_queue
1527,772,4678,2
1528,773,4906,1
1529,773,2570,2
1530,773,2440,1
1531,774,3576,1
1532,774,750,2
1533,774,661,1
1534,775,805,2
1535,775,835,1
1536,775,2096,1
1537,776,2842,1
1538,777,8,1
1539,778,2347,1
1540,778,1965,1
1541,779,4407,2
1542,779,1820,1
1543,779,2688,1
1544,780,4092,1
1545,781,2018,2
1546,781,2918,1
1547,781,2841,1
1548,782,2619,1
1549,782,2492,1
1550,782,3176,1
1551,783,3117,1
1552,784,1293,1
1553,784,3375,1
1554,784,961,1
1555,785,3434,1
1556,786,1792,1
1557,786,788,1
1558,787,4919,1
1559,787,1075,1
1560,787,4230,2
1561,788,2217,2
1562,788,1676,3
1563,788,1937,1
1564,789,3580,2
1565,789,1451,1
1566,789,3122,1
1567,790,3725,1
1568,790,4090,1
1569,791,1256,1
1570,791,3285,1
1571,792,4495,1
1572,792,716,2
1573,792,2191,1
1574,793,3723,2
1575,793,1053,2
1576,794,128,1
1577,794,2438,1
1578,794,5000,2
1579,795,2271,1
1580,795,3918,2
1581,796,2971,1
1582,796,2984,1
1583,796,4120,1
1584,797,1656,1
1585,797,967,1
1586,797,268,1
1587,798,288,1
1588,798,1110,1
1589,798,4338,1
1590,799,537,1
1591,800,441,1
1592,800,4794,2
1593,801,4181,2
1594,801,3910,2
1595,802,3582,1
1596,803,246,1
1597,804,1668,1
1598,805,163,1
1599,806,514,2
1600,806,4719,2
1601,807,3651,1
1602,808,1566,1
1603,808,477,2
1604,808,4748,1
1605,809,3027,1
1606,809,2149,1
1607,810,4376,1
1608,810,2693,1
1609,810,343,1
1610,811,2634,1
1611,811,2500,1
1612,812,2047,2
1613,813,1734,1
1614,813,2548,1
1615,814,3953,1
1616,815,1827,1
1617,815,1670,1
1618,815,3668,1
1619,816,3015,1
1620,816,811,1
1621,817,4801,1
1622,818,3327,1
1623,819,1046,1
1624,819,1909,1
1625,819,662,1
1626,820,1322,1
1627,820,168,1
1628,821,4099,1
1629,822,170,2
1630,822,437,2
1631,822,4083,1
1632,823,1959,1
1633,823,3452,1
1634,823,56,1
1635,824,708,1
1636,824,2235,1
1637,824,4392,1
1638,825,3105,1
1639,826,4940,2
1640,826,3361,1
1641,827,306,1
1642,827,4910,1
1643,827,1111,1
1644,828,1633,2
1645,829,480,2
1646,830,4335,2
1647,830,4483,1
1648,831,1951,1
1649,832,2672,3
1650,832,174,1
1651,832,318,1
1652,833,4543,1
1653,834,1463,1
1654,834,4376,2
1655,835,3875,1
1656,836,2629,1
1657,836,1482,2
1658,836,3592,1
1659,837,3487,1
1660,838,4855,1
1661,838,1843,1
1662,839,2168,1
1663,840,269,1
1664,841,4469,1
1665,841,2565,1
1666,842,425,1
1667,842,1467,1
1668,842,4972,1
1669,843,812,1
1670,843,1125,2
1671,844,2920,1
1672,844,1687,2
1673,845,2710,1
1674,845,2549,1
1675,845,4939,1
1676,846,4145,1
1677,847,3499,1
1678,847,852,2
1679,847,3087,1
1680,848,295,1
1681,848,1302,1
1682,849,2634,2
1683,850,348,1
1684,850,615,1
1685,850,2914,1
1686,851,3955,1
1687,851,1942,1
1688,852,937,1
1689,853,3537,1
1690,853,736,1
1691,853,2235,2
1692,854,4142,1
1693,854,674,1
1694,854,1337,1
1695,855,3178,1
1696,855,885,2
1697,855,336,1
1698,856,3584,1
1699,856,652,1
1700,857,31,2
1701,858,3872,1
1702,858,987,1
1703,858,1311,1
1704,859,3552,1
1705,859,1001,1
1706,860,3850,1
1707,860,1477,1
1708,860,1515,1
1709,861,62,1
1710,862,3940,1
1711,862,2720,1
1712,862,3075,1
1713,863,915,1
1714,863,803,1
1715,863,4934,1
1716,864,1848,1
1717,865,4444,1
1718,866,3541,1
1719,867,1858,1
1720,867,621,1
1721,867,2930,1
1722,868,1409,1
1723,869,4509,1
1724,869,1146,2
1725,869,1011,2
1726,870,438,1
1727,870,758,1
1728,870,3308,2
1729,871,1753,2
1730,871,1638,1
1731,872,3524,1
1732,873,446,1
1733,873,2783,2
1734,873,3616,1
1735,874,4463,3
1736,875,2883,2
1737,876,2853,1
1738,877,4673,1
1739,877,2773,1
1740,878,344,2
1741,878,989,2
1742,878,921,1
1743,879,69,1
1744,880,4964,2
1745,880,4970,1
1746,880,1942,2
1747,881,481,1
1748,881,3070,1
1749,881,138,2
1750,882,4853,1
1751,882,3608,1
1752,883,4772,2
1753,884,3490,1
1754,885,1519,1
1755,885,3858,1
1756,885,2130,1
1757,886,4112,2
1758,887,2630,1
1759,887,2329,2
1760,887,1495,1
1761,888,4052,1
1762,888,4523,1
1763,889,4457,1
1764,889,4616,1
1765,890,4528,1
1766,891,2876,2
1767,891,1970,1
1768,891,4911,1
1769,892,4291,2
1770,892,933,1
1771,893,4518,1
1772,893,2142,2
1773,894,3369,1
1774,894,3602,1
1775,894,4712,1
1776,895,911,1
1777,895,252,2
1778,896,2553,1
1779,896,137,1
1780,896,619,1
1781,897,431,1
1782,897,4612,1
1783,897,2730,2
1784,898,2331,2
1785,898,120,1
1786,899,572,2
1787,899,953,2
1788,899,3329,1
1789,900,473,2
1790,900,847,1
1791,901,4667,1
1792,901,4945,1
1793,901,269,2
1794,902,678,2
1795,902,2028,1
1796,903,607,1
1797,903,1773,1
1798,903,2339,1
1799,904,3025,1
1800,905,4988,1
1801,905,1038,1
1802,905,1692,1
1803,906,13,1
1804,906,3014,2
1805,906,3578,1
1806,907,3816,1
1807,907,4560,2
1808,907,2580,1
1809,908,477,3
1810,908,1066,1
1811,908,4535,1
1812,909,1284,1
1813,909,3680,1
1814,909,3547,2
1815,910,1422,2
1816,910,628,2
1817,910,756,1
1818,911,4168,2
1819,911,4282,1
1820,912,3876,1
1821,912,1651,1
1822,913,2385,1
1823,913,1155,1
1824,913,1387,1
1825,914,2974,2
1826,915,3066,2
1827,915,1389,1
1828,915,1065,1
1829,916,4973,1
1830,916,4455,1
1831,916,2785,1
1832,917,2470,1
1833,917,2896,1
1834,917,2500,2
1835,918,987,2
1836,919,4786,1
1837,919,3845,2
1838,919,749,1
1839,920,331,2
1840,920,3897,2
1841,921,392,1
1842,922,1706,2
1843,923,4256,1
1844,923,1080,1
1845,923,779,2
1846,924,1139,2
1847,924,4666,1
1848,924,2707,1
1849,925,4137,1
1850,925,4461,2
1851,926,4819,1
1852,927,507,1
1853,927,1787,1
1854,928,3122,2
1855,928,2221,1
1856,929,4285,1
1857,929,1589,1
1858,929,470,1
1859,930,16,2
1860,930,2439,1
1861,930,2098,1
1862,931,167,2
1863,932,3318,1
1864,933,3771,1
1865,933,504,1
1866,933,4037,1
1867,934,3721,1
1868,935,2974,3
1869,936,1903,1
1870,936,544,2
1871,937,4047,1
1872,938,4430,1
1873,938,2552,1
1874,939,2005,1
1875,940,449,1
1876,941,1997,2
1877,942,4730,2
1878,942,4739,1
1879,943,1525,1
1880,943,171,1
1881,944,2564,1
1882,944,999,1
1883,944,1243,1
1884,945,652,2
1885,945,3576,2
1886,946,2843,1
1887,947,2713,1
1888,947,2385,2
1889,947,209,1
1890,948,1027,2
1891,948,4866,1
1892,948,3202,1
1893,949,4068,1
1894,949,4997,2
1895,950,4495,2
1896,950,3483,1
1897,951,2598,1
1898,951,3144,1
1899,952,811,2
1900,952,1373,2
1901,953,4520,1
1902,953,4290,1
1903,954,1193,2
1904,955,4445,2
1905,955,1839,2
1906,955,1265,1
1907,956,435,1
1908,956,4732,1
1909,957,455,1
1910,958,639,2
1911,959,1978,2
1912,959,1925,2
1913,960,4294,1
1914,960,4039,1
1915,960,3039,1
1916,961,4141,3
1917,962,4396,1
1918,962,2735,1
1919,962,4977,1
1920,963,4,1
1921,964,4116,1
1922,965,2397,1
1923,965,1341,1
1924,965,2235,3
1925,966,3929,1
1926,966,2504,2
1927,967,4001,1
1928,968,3227,1
1929,968,4530,1
1930,969,3244,2
1931,969,4554,1
1932,970,4416,2
1933,971,792,1
1934,972,1637,1
1935,972,124,1
1936,972,2965,2
1937,973,3801,1
1938,974,3035,1
1939,975,2070,1
1940,976,3308,3
1941,977,1621,1
1942,977,3169,1
1943,977,1156,1
1944,978,2228,1
1945,978,2421,1
1946,979,1984,1
1947,980,3632,1
1948,981,3248,2
1949,981,2642,2
1950,981,3440,1
1951,982,2879,1
1952,982,4693,1
1953,982,2013,1
1954,983,3220,1
1955,984,2654,1
1956,984,1404,1
1957,985,3201,2
1958,985,324,1
1959,986,694,1
1960,986,1393,1
1961,987,2662,1
1962,988,3737,3
1963,988,4922,1
1964,988,2085,2
1965,989,4513,1
1966,989,2008,1
1967,990,1448,1
1968,990,4935,1
1969,990,3466,1
1970,991,337,1
1971,991,3204,1
1972,992,3878,1
1973,992,2145,1
1974,993,1260,1
1975,994,1063,1
1976,995,2270,1
1977,995,2199,1
1978,996,3632,2
1979,996,2282,1
1980,997,2353,2
1981,997,715,1
1982,998,3471,1
1983,998,769,1
1984,998,178,1
1985,999,4296,1
1986,999,1836,1
1987,999,1743,1
1988,1000,3598,1
1989,1000,1131,2
1990,1000,4855,2
1991,1001,18,2
1992,1001,4872,2
1993,1001,944,1
1994,1002,1002,1
1995,1002,4957,1
1996,1002,3490,2
1997,1003,4960,1
1998,1003,1157,2
1999,1003,1843,2
2000,1004,1631,2
2001,1004,4848,1
2002,1005,2737,1
2003,1006,4814,1
2004,1007,3586,1
2005,1007,4770,1
2006,1008,2795,1
2007,1008,572,3
2008,1009,1304,2
2009,1009,3633,1
2010,1010,4506,1
2011,1010,4789,1
2012,1011,1271,2
2013,1011,1608,2
2014,1011,417,1
2015,1012,166,1
2016,1012,2762,1
2017,1012,2596,1
2018,1013,4005,1
2019,1013,2149,2
2020,1013,3907,1
2021,1014,135,1
2022,1014,420,1
2023,1015,759,2
2024,1016,2524,1
2025,1016,4088,1
2026,1016,1093,1
2027,1017,1,1
2028,1017,4821,1
2029,1017,1273,1
2030,1018,1083,1
2031,1018,2561,1
2032,1018,1648,1
2033,1019,183,1
2034,1020,1283,2
2035,1021,4287,2
2036,1021,4059,2
2037,1021,2244,1
2038,1022,1574,2
2039,1022,3522,1
2040,1023,114,2
2041,1023,1675,2
2042,1023,1788,1
2043,1024,3389,1
2044,1024,1360,2
2045,1025,218,2
2046,1025,4659,2
2047,1026,2939,1
2048,1027,2577,2
2049,1027,1955,1
2050,1028,4003,1
2051,1029,2013,2
2052,1029,3709,1
2053,1029,4018,1
2054,1030,3398,1
2055,1031,2896,2
2056,1032,3939,1
2057,1032,2936,2
2058,1032,3499,2
2059,1033,3372,2
2060,1033,4131,1
2061,1033,2194,1
2062,1034,593,2
2063,1034,611,1
2064,1035,1141,1
2065,1035,3344,1
2066,1035,876,1
2067,1036,107,1
2068,1036,1925,3
2069,1037,4103,1
2070,1037,3585,1
2071,1037,1936,1
2072,1038,1515,2
2073,1039,1993,1
2074,1040,950,1
2075,1040,4886,2
2076,1041,2764,1
2077,1041,2273,2
2078,1041,2701,1
2079,1042,2221,2
2080,1042,2763,1
2081,1043,4366,2
2082,1044,2937,1
2083,1044,1563,1
2084,1045,2404,1
2085,1045,4474,1
2086,1045,3280,2
2087,1046,4200,1
2088,1046,2475,1
2089,1047,1187,1
2090,1048,186,2
2091,1048,1379,1
2092,1048,3147,1
2093,1049,2714,1
2094,1049,3716,3
2095,1049,4392,2
2096,1050,228,1
2097,1050,629,1
2098,1051,4362,1
2099,1051,1036,2
2100,1051,2185,2
2101,1052,4450,2
2102,1053,1560,1
2103,1053,1225,2
2104,1054,3147,2
2105,1055,4736,1
2106,1056,3993,1
2107,1056,690,1
2108,1057,2877,1
2109,1057,2539,1
2110,1058,2599,1
2111,1058,777,1
2112,1058,554,1
2113,1059,121,1
2114,1060,1951,2
2115,1060,3008,1
2116,1060,3342,1
2117,1061,2084,1
2118,1061,3451,1
2119,1061,2273,3
2120,1062,246,2
2121,1063,3290,1
2122,1063,2924,1
2123,1063,4724,1
2124,1064,91,2
2125,1064,3521,1
2126,1064,4722,2
2127,1065,3670,1
2128,1066,1241,1
2129,1066,35,1
2130,1067,4255,1
2131,1068,349,1
2132,1068,2211,2
2133,1068,4802,1
2134,1069,4000,1
2135,1070,558,3
2136,1070,3243,1
2137,1070,3834,1
2138,1071,4078,1
2139,1071,2317,1
2140,1071,2849,1
2141,1072,655,1
2142,1073,4903,1
2143,1073,1996,1
2144,1073,921,2
2145,1074,344,3
2146,1074,878,1
2147,1074,1983,1
2148,1075,3740,1
2149,1075,887,1
2150,1076,4301,1
2151,1076,388,1
2152,1076,2179,1
2153,1077,2157,1
2154,1078,4879,1
2155,1078,4747,1
2156,1079,3493,2
2157,1079,2807,1
2158,1079,2902,1
2159,1080,4121,3
2160,1081,640,1
2161,1081,1206,1
2162,1082,3138,1
2163,1082,28,2
2164,1082,308,1
2165,1083,4238,1
2166,1084,4594,1
2167,1084,2080,1
2168,1085,2169,1
2169,1086,143,2
2170,1086,585,1
2171,1086,3439,1
2172,1087,563,2
2173,1087,771,1
2174,1088,4331,3
2175,1089,1862,1
2176,1090,884,1
2177,1090,1747,1
2178,1091,4624,1
2179,1092,2041,1
2180,1092,149,1
2181,1093,3038,1
2182,1093,207,3
2183,1093,4389,1
2184,1094,2527,1
2185,1095,1555,1
2186,1096,631,1
2187,1096,4733,1
2188,1097,4872,3
2189,1097,2289,1
2190,1098,3065,2
2191,1099,729,2
2192,1099,2075,2
2193,1099,519,1
2194,1100,1299,1
2195,1100,4766,1
2196,1100,3069,1
2197,1101,242,1
2198,1102,1700,1
2199,1103,3872,2
2200,1103,391,1
2201,1103,928,2
2202,1104,4355,1
2203,1104,3462,1
2204,1105,1197,2
2205,1105,4305,1
2206,1105,732,3
2207,1106,3647,1
2208,1107,1510,2
2209,1107,4305,2
2210,1107,3289,1
2211,1108,4526,2
2212,1108,3452,2
2213,1109,4758,1
2214,1110,2472,1
2215,1110,1018,1
2216,1111,833,1
2217,1112,1280,1
2218,1113,3593,1
2219,1114,1070,1
2220,1114,2508,3
2221,1114,2290,2
2222,1115,3910,3
2223,1116,952,1
2224,1116,2581,1
2225,1116,2760,2
2226,1117,3999,1
2227,1118,4905,1
2228,1118,2602,1
2229,1118,3470,1
2230,1119,2487,1
2231,1120,4978,1
2232,1121,826,1
2233,1122,26,1
2234,1123,1594,1
2235,1124,3043,1
2236,1125,2176,1
2237,1125,851,3
2238,1126,491,2
2239,1126,3050,1
2240,1127,3929,2
2241,1127,1579,3
2242,1128,850,1
2243,1129,4750,1
2244,1129,2606,1
2245,1129,3908,1
2246,1130,2669,1
2247,1130,119,1
2248,1131,2553,2
2249,1132,4579,1
2250,1132,2118,1
2251,1132,4904,1
2252,1133,1749,2
2253,1133,1786,1
2254,1134,281,1
2255,1134,4339,1
2256,1135,1749,3
2257,1136,2062,1
2258,1136,3599,1
2259,1136,2867,1
2260,1137,1201,1
2261,1137,1178,1
2262,1137,2719,1
2263,1138,3910,4
2264,1138,84,1
2265,1138,4731,2
2266,1139,2939,2
2267,1139,1307,2
2268,1139,4235,1
2269,1140,4188,1
2270,1141,1694,3
2271,1142,1530,1
2272,1142,3963,1
2273,1142,3089,1
2274,1143,5,1
2275,1143,2153,2
2276,1144,3822,3
2277,1144,3203,1
2278,1145,4406,1
2279,1146,2631,1
2280,1147,2355,1
2281,1148,4664,1
2282,1149,1622,1
2283,1150,696,1
2284,1151,254,1
2285,1151,4348,1
2286,1152,3617,1
2287,1152,4143,1
2288,1153,3337,1
2289,1153,3177,1
2290,1153,1318,1
2291,1154,709,2
2292,1154,3632,3
2293,1154,3064,1
2294,1155,2114,1
2295,1155,2492,2
2296,1156,3492,1
2297,1156,2532,2
2298,1157,2088,1
2299,1158,80,2
2300,1159,3289,2
2301,1159,849,1
2302,1159,650,1
2303,1160,2233,1
2304,1161,1590,1
2305,1161,4438,1
2306,1162,648,2
2307,1163,3076,1
2308,1163,293,1
2309,1164,232,1
2310,1164,1088,1
2311,1164,2873,1
2312,1165,1987,1
2313,1166,1558,1
2314,1167,3093,1
2315,1167,2814,1
2316,1167,2937,2
2317,1168,3842,1
2318,1169,2120,1
2319,1169,3842,2
2320,1169,1019,1
2321,1170,4880,1
2322,1171,4444,2
2323,1172,4689,1
2324,1173,4940,3
2325,1174,2531,1
2326,1175,2731,1
2327,1175,3725,2
2328,1175,4625,1
2329,1176,1630,1
2330,1176,4144,1
2331,1177,945,2
2332,1178,648,3
2333,1179,2706,1
2334,1180,4820,2
2335,1180,3492,2
2336,1181,3985,1
2337,1181,1177,2
2338,1181,4000,2
2339,1182,966,1
2340,1182,4281,1
2341,1182,3696,1
2342,1183,3691,1
2343,1183,674,2
2344,1183,3693,1
2345,1184,1303,1
2346,1185,24,1
2347,1186,3021,1
2348,1186,890,1
2349,1186,1636,1
2350,1187,1095,1
2351,1187,888,2
2352,1187,4513,2
2353,1188,794,2
2354,1188,344,4
2355,1189,2753,1
2356,1189,341,1
2357,1190,3035,2
2358,1190,498,2
2359,1190,3917,2
2360,1191,4721,2
2361,1192,924,1
2362,1192,3380,1
2363,1193,3096,2
2364,1193,1323,1
2365,1194,1069,1
2366,1195,2849,2
2367,1195,1856,1
2368,1195,3362,1
2369,1196,1590,2
2370,1196,1663,2
2371,1197,4160,1
2372,1198,747,1
2373,1198,4752,1
2374,1199,817,1
2375,1199,2323,1
2376,1199,3826,1
2377,1200,2896,3
2378,1201,4693,2
2379,1201,749,2
2380,1201,1683,2
2381,1202,4173,1
2382,1202,1771,1
2383,1202,2070,2
2384,1203,4745,1
2385,1204,3894,1
2386,1204,759,3
2387,1205,1317,1
2388,1205,4405,1
2389,1206,406,1
2390,1207,364,1
2391,1207,4709,1
2392,1207,2939,3
2393,1208,1566,2
2394,1208,1319,1
2395,1208,2131,1
2396,1209,3807,1
2397,1209,1719,2
2398,1209,4934,2
2399,1210,1309,1
2400,1210,4394,1
2401,1210,1786,2
2402,1211,3712,1
2403,1211,2785,2
2404,1211,4518,2
2405,1212,1589,2
2406,1212,3206,1
2407,1213,1204,2
2408,1214,3078,1
2409,1215,2892,1
2410,1216,2958,1
2411,1216,4431,2
2412,1216,2914,2
2413,1217,2086,2
2414,1217,1560,2
2415,1218,3023,1
2416,1219,282,1
2417,1219,4305,3
2418,1219,4385,1
2419,1220,2564,2
2420,1221,1679,2
2421,1221,439,1
2422,1221,3410,1
2423,1222,1567,1
2424,1222,1547,1
2425,1223,1975,1
2426,1223,1287,1
2427,1224,4398,1
2428,1225,721,1
2429,1226,1648,2
2430,1226,840,1
2431,1226,4900,1
2432,1227,2019,2
2433,1227,4669,2
2434,1227,1715,2
2435,1228,3616,2
2436,1229,1557,2
2437,1229,2026,1
2438,1230,4047,2
2439,1230,4879,2
2440,1230,3776,1
2441,1231,3621,1
2442,1231,406,2
2443,1231,1583,2
2444,1232,1005,1
2445,1232,1231,1
2446,1233,2204,1
2447,1233,4163,1
2448,1233,88,1
2449,1234,2117,1
2450,1235,1557,3
2451,1236,405,1
2452,1236,3749,2
2453,1237,2946,1
2454,1238,4241,1
2455,1239,3098,1
2456,1239,3371,1
2457,1239,2018,3
2458,1240,2411,1
2459,1240,3482,1
2460,1241,4653,2
2461,1242,4971,1
2462,1242,3017,2
2463,1242,567,1
2464,1243,1513,1
2465,1244,568,1
2466,1244,3817,1
2467,1245,2858,2
2468,1245,4382,1
2469,1245,1987,2
2470,1246,2422,1
2471,1246,298,2
2472,1247,660,1
2473,1247,4192,1
2474,1248,220,1
2475,1249,4354,1
2476,1249,2860,1
2477,1250,1870,1
2478,1250,3997,1
2479,1251,4532,1
2480,1252,3686,1
2481,1252,2603,1
2482,1252,347,3
2483,1253,63,1
2484,1253,211,2
2485,1254,4050,1
2486,1254,4925,1
2487,1255,3683,1
2488,1256,1506,2
2489,1257,4429,1
2490,1257,1891,1
2491,1257,2164,1
2492,1258,4288,1
2493,1258,2158,1
2494,1259,4751,1
2495,1259,4355,2
2496,1259,1748,1
2497,1260,659,2
2498,1260,3060,2
2499,1261,1479,2
2500,1262,3153,1
2501,1263,2848,2
2502,1263,2710,2
2503,1264,1794,1
2504,1264,2726,2
2505,1265,2893,1
2506,1265,150,2
2507,1266,3293,1
2508,1266,4474,2
2509,1266,2928,1
2510,1267,2269,1
2511,1267,1883,1
2512,1267,1303,2
2513,1268,1210,1
2514,1268,2070,3
2515,1269,1884,1
2516,1270,4779,1
2517,1271,1725,2
2518,1271,1822,1
2519,1271,1552,1
2520,1272,763,1
2521,1272,4598,1
2522,1272,463,1
2523,1273,230,1
2524,1274,2631,2
2525,1274,1746,1
2526,1274,1246,1
2527,1275,216,2
2528,1276,4169,1
2529,1276,4284,1
2530,1277,233,1
2531,1277,270,1
2532,1278,1602,1
2533,1278,4446,1
2534,1278,795,1
2535,1279,3325,2
2536,1279,4815,1
2537,1280,2738,2
2538,1280,3880,1
2539,1281,4611,1
2540,1281,4506,2
2541,1281,4501,1
2542,1282,2001,1
2543,1283,168,2
2544,1283,4676,1
2545,1284,2529,1
2546,1285,2886,1
2547,1286,1010,1
2548,1286,3731,2
2549,1287,1641,2
2550,1287,4156,1
2551,1288,783,1
2552,1288,483,1
2553,1289,3301,2
2554,1289,4446,2
2555,1289,2285,1
2556,1290,3495,1
2557,1290,69,2
2558,1291,4691,1
2559,1292,30,1
2560,1292,1868,2
2561,1292,855,2
2562,1293,3029,1
2563,1294,4214,2
2564,1295,395,1
2565,1295,80,3
2566,1295,3367,1
2567,1296,2268,1
2568,1297,714,1
2569,1297,514,3
2570,1297,1842,1
2571,1298,4848,2
2572,1298,2224,1
2573,1299,506,1
2574,1300,1076,1
2575,1300,3844,3
2576,1300,3657,2
2577,1301,1829,2
2578,1301,2247,1
2579,1302,1723,1
2580,1303,1833,1
2581,1303,1228,1
2582,1304,2912,3
2583,1305,4228,1
2584,1305,2605,1
2585,1305,2746,1
2586,1306,2001,2
2587,1307,4454,2
2588,1307,2600,2
2589,1308,557,2
2590,1309,3811,2
2591,1309,3602,2
2592,1309,429,1
2593,1310,2202,1
2594,1311,429,2
2595,1311,619,2
2596,1311,3562,1
2597,1312,3561,3
2598,1313,4452,2
2599,1313,2509,1
2600,1313,2604,2
2601,1314,4000,3
2602,1314,2099,1
2603,1314,867,1
2604,1315,1069,2
2605,1315,3113,2
2606,1316,4871,1
2607,1316,4449,1
2608,1316,3602,3
2609,1317,4414,1
2610,1317,2379,1
2611,1318,500,1
2612,1318,3677,1
2613,1318,2163,1
2614,1319,2351,2
2615,1319,4447,1
2616,1319,3359,1
2617,1320,3991,1
2618,1320,1377,1
2619,1320,3035,3
2620,1321,3309,1
2621,1321,2430,1
2622,1321,4531,1
2623,1322,4939,2
2624,1323,738,1
2625,1324,2541,1
2626,1324,2609,1
2627,1325,4209,1
2628,1325,2165,1
2629,1326,3094,1
2630,1327,2792,2
2631,1327,313,2
2632,1327,4708,1
2633,1328,3756,1
2634,1328,2388,1
2635,1329,4770,2
2636,1330,1829,3
2637,1330,3428,1
2638,1331,1727,1
2639,1331,4170,1
2640,1332,1376,1
2641,1333,2907,2
2642,1334,999,2
2643,1335,12,2
2644,1335,4717,1
2645,1335,204,1
2646,1336,4125,1
2647,1336,2707,2
2648,1337,3915,2
2649,1337,70,1
2650,1338,3850,2
2651,1338,1171,2
2652,1339,4799,1
2653,1339,1782,1
2654,1339,3159,1
2655,1340,1091,1
2656,1341,2994,2
2657,1341,4905,2
2658,1341,2162,2
2659,1342,3061,1
2660,1342,369,1
2661,1342,3352,2
2662,1343,2547,1
2663,1343,3175,1
2664,1344,4516,2
2665,1344,1797,1
2666,1345,920,1
2667,1346,4142,2
2668,1347,1036,3
2669,1347,878,2
2670,1347,1315,1
2671,1348,4435,1
2672,1348,4408,1
2673,1348,4118,2
2674,1349,538,1
2675,1349,827,2
2676,1350,46,1
2677,1350,3769,2
2678,1350,377,1
2679,1351,347,4
2680,1351,2261,1
2681,1352,4344,1
2682,1352,2784,1
2683,1352,2302,2
2684,1353,1433,1
2685,1353,3973,1
2686,1353,693,1
2687,1354,3342,2
2688,1354,454,1
2689,1355,3753,1
2690,1355,2800,1
2691,1355,3534,1
2692,1356,1010,2
2693,1357,2219,1
2694,1357,2212,2
2695,1358,3724,1
2696,1359,1638,2
2697,1359,2535,3
2698,1359,4928,1
2699,1360,2343,1
2700,1360,2847,1
2701,1361,2872,2
2702,1361,3699,1
2703,1362,3933,1
2704,1362,4536,1
2705,1362,3676,1
2706,1363,2214,2
2707,1364,2493,1
2708,1364,651,1
2709,1365,2272,1
2710,1365,1614,1
2711,1365,2342,2
2712,1366,3803,2
2713,1366,931,1
2714,1367,4015,2
2715,1367,2507,2
2716,1367,4239,2
2717,1368,2712,2
2718,1369,4611,2
2719,1369,1651,2
2720,1370,1588,1
2721,1370,3292,1
2722,1371,4394,2
2723,1371,4906,2
2724,1371,2337,2
2725,1372,3374,1
2726,1372,3194,1
2727,1372,2287,1
2728,1373,4610,1
2729,1373,3815,1
2730,1373,1293,2
2731,1374,3434,2
2732,1374,1646,1
2733,1374,3703,1
2734,1375,1379,2
2735,1376,1139,3
2736,1376,842,1
2737,1376,1154,1
2738,1377,2845,1
2739,1377,4494,1
2740,1377,2669,2
2741,1378,4433,1
2742,1378,4817,2
2743,1379,4651,2
2744,1380,1267,1
2745,1380,2967,1
2746,1380,805,3
2747,1381,2833,2
2748,1381,3638,1
2749,1381,1096,1
2750,1382,2659,1
2751,1383,2736,1
2752,1383,2613,1
2753,1384,156,1
2754,1384,4033,1
2755,1384,400,1
2756,1385,2536,1
2757,1385,2999,2
2758,1385,2289,2
2759,1386,674,3
2760,1386,2842,2
2761,1386,4299,1
2762,1387,2905,1
2763,1387,2767,3
2764,1387,4693,3
2765,1388,3231,1
2766,1389,2174,1
2767,1389,3133,1
2768,1390,98,1
2769,1390,427,1
2770,1391,4429,2
2771,1392,1898,1
2772,1392,2456,2
2773,1392,1164,1
2774,1393,1764,1
2775,1394,413,1
2776,1394,4722,3
2777,1394,1729,1
2778,1395,2343,2
2779,1396,1543,1
2780,1396,901,1
2781,1397,1986,1
2782,1397,2230,1
2783,1398,387,1
2784,1398,1324,2
2785,1398,2244,2
2786,1399,4050,2
2787,1400,2825,1
2788,1400,4366,3
2789,1401,2106,1
2790,1401,580,1
2791,1401,3043,2
2792,1402,429,3
2793,1403,3825,1
2794,1403,1308,1
2795,1403,1235,2
2796,1404,2696,1
2797,1404,2661,3
2798,1405,2294,1
2799,1405,13,2
2800,1406,4053,2
2801,1406,4063,2
2802,1406,3491,1
2803,1407,3819,2
2804,1407,3492,3
2805,1408,4503,2
2806,1408,3383,1
2807,1408,2990,2
2808,1409,1616,1
2809,1409,2590,2
2810,1410,4321,1
2811,1410,2921,1
2812,1411,526,2
2813,1412,3252,1
2814,1413,461,1
2815,1414,1684,1
2816,1415,3672,1
2817,1415,666,1
2818,1415,3835,1
2819,1416,4353,1
2820,1416,4035,2
2821,1417,934,1
2822,1418,173,1
2823,1419,3033,1
2824,1419,1630,2
2825,1420,2582,1
2826,1421,444,2
2827,1421,2965,3
2828,1422,197,1
2829,1422,4206,1
2830,1423,2838,2
2831,1423,3229,1
2832,1423,4775,1
2833,1424,895,2
2834,1425,4864,1
2835,1426,1429,1
2836,1427,4746,1
2837,1427,484,1
2838,1427,3844,4
2839,1428,195,1
2840,1428,449,2
2841,1428,1969,1
2842,1429,3273,1
2843,1429,1401,1
2844,1429,4890,1
2845,1430,4977,2
2846,1430,2475,2
2847,1430,2111,1
2848,1431,1609,1
2849,1431,2921,2
2850,1431,3262,1
2851,1432,2048,1
2852,1432,2845,2
2853,1432,1773,2
2854,1433,2640,1
2855,1434,2714,2
2856,1434,1580,1
2857,1434,2352,2
2858,1435,484,2
2859,1435,2518,1
2860,1436,4282,2
2861,1436,3340,1
2862,1437,1376,2
2863,1437,339,1
2864,1438,2250,1
