copy_id,status,condition,price,ISBN
1249,Available,New,68.5,0373037430
1250,Checked Out,Fair,50.93,0316089745
1251,Checked Out,New,60.47,031298250X
1252,Available,Fair,145.99,0425166619
1253,Available,Fair,109.47,039914370X
1254,Available,Poor,27.08,0553234609
1255,Checked Out,Fair,121.89,0892967994
1256,Checked Out,Fair,149.13,0449202631
1257,Checked Out,Poor,32.94,0671847546
1258,Checked Out,Good,21.27,1881320189
1259,Checked Out,Good,36.06,0399137807
1260,Checked Out,Good,56.66,0553273914
1261,Available,Good,116.45,0446516570
1262,Available,Fair,141.95,0671777351
1263,Available,Poor,46.45,1576737357
1264,Checked Out,Good,109.66,0767905180
1265,Checked Out,Fair,128.27,0786886463
1266,Available,Poor,35.35,076790396X
1267,Available,New,104.87,0684864320
1268,Checked Out,Good,93.73,0441005667
1269,Checked Out,Good,99.11,0375705228
1270,Available,Fair,132.42,0440226694
1271,Checked Out,Poor,92.6,0609605623
1272,Checked Out,Poor,135.7,0553295071
1273,Available,New,20.64,887641486X
1274,Checked Out,New,20.78,0743211383
1275,Available,Fair,145.88,0671510053
1276,Available,New,67.64,0671537458
1277,Available,Fair,79.5,0451185277
1278,Checked Out,Poor,103.14,0226067114
1279,Available,New,26.11,0965975401
1280,Available,Fair,149.62,0743424425
1281,Checked Out,Good,134.4,0061032077
1282,Available,Fair,130.81,0877733759
1283,Checked Out,Good,25.1,0156047624
1284,Available,Good,145.53,0679603352
1285,Available,New,125.03,0312303033
1286,Available,Fair,95.63,0345285549
1287,Available,Fair,61.5,0878670319
1288,Available,Fair,82.11,0374270325
1289,Checked Out,Good,138.49,1569314195
1290,Available,Fair,83.3,0140107649
1291,Available,Good,135.0,0345401123
1292,Checked Out,Good,66.3,043922165X
1293,Available,New,130.54,0451452755
1294,Available,Good,131.94,0394574745
1295,Available,Fair,129.92,0465016146
1296,Available,Fair,117.33,0609600745
1297,Checked Out,Poor,73.88,031215125X
1298,Checked Out,Poor,26.67,0749748028
1299,Checked Out,Poor,82.15,0345339703
1300,Available,Good,55.65,0140620338
1301,Available,Good,105.55,0380000830
1302,Checked Out,Good,91.42,8401427177
1303,Available,Fair,120.73,0385315287
1304,Checked Out,New,142.3,0375704558
1305,Available,Fair,88.49,0684825821
1306,Available,Fair,47.86,0345342968
1307,Available,Fair,50.78,843760494X
1308,Available,Fair,68.23,038001503X
1309,Available,Fair,83.76,0385335407
1310,Checked Out,Fair,133.06,0425169863
1311,Available,Fair,112.45,0684829746
1312,Checked Out,Good,30.34,8489618844
1313,Available,Good,72.36,0140292918
1314,Available,Poor,54.62,3423116714
1315,Available,Poor,74.24,0553107305
1316,Available,Good,77.65,0380728273
1317,Available,Poor,65.22,0553573977
1318,Checked Out,New,145.08,0312422156
1319,Available,Good,123.14,3462031252
1320,Checked Out,Poor,107.76,067103619X
1321,Checked Out,Poor,115.24,0399501487
1322,Available,Good,76.83,0440177499
1323,Available,Good,72.4,0451199871
1324,Checked Out,Fair,119.61,0515090174
1325,Available,Good,107.83,880781210X
1326,Available,Good,127.54,038548951X
1327,Checked Out,Poor,62.78,055320923X
1328,Checked Out,Good,90.06,0064409430
1329,Checked Out,New,43.33,3596113350
1330,Available,New,78.43,0671722727
1331,Available,Good,136.78,0451204050
1332,Checked Out,Good,83.79,0679725164
1333,Checked Out,Poor,55.64,0393038440
1334,Available,New,26.87,0553347594
1335,Available,Fair,148.39,0345413369
1336,Available,Fair,59.04,0460878263
1337,Available,New,99.54,0446523569
1338,Available,Fair,112.46,0671042556
1339,Available,New,71.34,0060914653
1340,Available,Fair,119.55,0445202718
1341,Available,New,97.36,0451202503
1342,Available,New,59.83,0553346768
1343,Available,Good,66.5,0449300021
1344,Checked Out,Good,58.55,0061073091
1345,Checked Out,Fair,44.81,0553212583
1346,Available,Good,44.3,0671000306
1347,Available,Good,51.92,0451130448
1348,Available,Good,61.78,2070419878
1349,Checked Out,Poor,144.26,0394895894
1350,Available,New,108.58,0099771519
1351,Available,Fair,69.67,0743213831
1352,Available,Good,45.96,0380759497
1353,Available,Good,94.1,0553283685
1354,Checked Out,New,86.52,0381999866
1355,Checked Out,Fair,131.36,0316776963
1356,Checked Out,Fair,66.69,0671689231
1357,Available,Fair,58.01,0890876096
1358,Available,Poor,92.56,0375702709
1359,Checked Out,Poor,46.48,0812521331
1360,Checked Out,Good,121.93,0679734775
1361,Available,Good,22.58,0380728125
1362,Available,Poor,48.68,0689829698
1363,Available,Fair,52.21,8806160427
1364,Available,Good,25.22,1863714081
1365,Available,New,117.97,0312243022
1366,Checked Out,Poor,102.02,0553581279
1367,Available,Fair,136.25,3257208669
1368,Available,New,47.89,0385313748
1369,Checked Out,Fair,47.68,0380752107
1370,Available,Good,68.37,140003180X
1371,Available,Poor,130.82,0140067477
1372,Checked Out,Fair,114.15,0861638522
1373,Available,New,23.95,0740704532
1374,Available,Poor,135.77,0553107305
1375,Checked Out,Good,77.87,0449207544
1376,Available,Poor,42.05,0803263724
1377,Available,New,48.41,0553211978
1378,Available,Good,116.68,038082101X
1379,Available,Fair,87.31,0380807866
1380,Checked Out,Poor,116.29,0451199871
1381,Available,Fair,24.63,0060621257
1382,Checked Out,Fair,27.45,0684867583
1383,Available,Fair,31.83,1579213405
1384,Available,Poor,87.35,0743462335
1385,Available,Fair,81.12,0316777730
1386,Checked Out,New,21.9,0425174484
1387,Checked Out,Poor,88.58,0140374248
1388,Available,Fair,117.86,0029087104
1389,Checked Out,Good,47.7,0425184226
1390,Available,Good,75.93,0525945040
1391,Available,Fair,40.36,0373271867
1392,Available,Poor,137.78,3608919724
1393,Available,New,63.33,061312975X
1394,Available,Good,91.32,067142517X
1395,Available,Good,106.73,3125918103
1396,Available,Poor,133.79,1859671500
1397,Available,Poor,42.18,0312970242
1398,Checked Out,Fair,69.15,8429736131
1399,Available,Good,103.21,0440120470
1400,Checked Out,Poor,55.8,0875421288
1401,Available,New,74.57,0380810336
1402,Checked Out,Good,149.78,0451205197
1403,Checked Out,Fair,23.64,0061031569
1404,Available,Good,46.52,0449006522
1405,Available,Poor,88.05,0425137015
1406,Available,Good,126.3,0316136778
1407,Available,Poor,28.38,0425161722
1408,Available,Good,26.0,0618074716
1409,Available,Fair,93.78,0425161722
1410,Available,New,145.45,3426650754
1411,Checked Out,Fair,81.15,0345422384
1412,Available,New,30.95,0395177111
1413,Available,New,85.65,037348397X
1414,Available,Fair,95.83,0380771292
1415,Available,Good,47.46,0671020315
1416,Available,New,47.71,0060923245
1417,Available,Poor,74.8,0425169324
1418,Checked Out,New,76.58,0821772953
1419,Available,Poor,20.21,0316777730
1420,Available,Good,100.32,0061098795
1421,Available,Good,29.27,051513290X
1422,Available,New,147.54,0373250223
1423,Available,Poor,90.22,0375705228
1424,Available,Poor,94.88,0517084732
1425,Available,Fair,80.51,2894850743
1426,Available,Poor,44.15,0486281965
1427,Available,Poor,35.92,0345316770
1428,Checked Out,Poor,54.68,0385497679
1429,Available,New,86.78,0450542912
1430,Available,New,21.9,0060804157
1431,Available,Fair,129.6,0802114369
1432,Available,Fair,134.56,0451410319
1433,Available,Fair,31.82,039914739X
1434,Available,Good,139.26,3596292646
1435,Checked Out,Good,57.81,0373711107
1436,Checked Out,Poor,49.54,0312995423
1437,Available,New,115.91,0060394447
1438,Available,Poor,56.71,8478091246
1439,Available,New,106.53,0380796090
1440,Checked Out,New,41.01,0741407213
1441,Checked Out,Fair,119.41,0399139125
1442,Available,Good,134.11,0451180208
1443,Available,New,74.15,0449212084
1444,Available,New,67.11,0441366945
1445,Available,Good,42.95,0425133540
1446,Available,New,135.53,0880387300
1447,Available,Fair,104.06,0894342789
1448,Available,Good,146.75,3746611229
1449,Checked Out,Poor,43.62,0345386256
1450,Available,New,107.34,0385490461
1451,Available,Good,144.84,0786866462
1452,Checked Out,New,72.4,0425049981
1453,Available,Good,73.02,0671789422
1454,Checked Out,Fair,70.33,0812523385
1455,Checked Out,New,66.56,0330376136
1456,Available,New,124.28,0743246918
1457,Checked Out,New,142.7,0553135457
1458,Checked Out,New,70.36,0373273193
1459,Checked Out,Poor,122.92,0446673544
1460,Available,New,22.04,0782125557
1461,Checked Out,Poor,43.09,0879739304
1462,Available,Good,57.57,0439221714
1463,Available,New,57.58,0812530489
1464,Available,Good,148.82,0440120470
1465,Checked Out,New,108.94,0316602906
1466,Checked Out,New,72.65,0316825336
1467,Available,Poor,141.62,0373123108
1468,Checked Out,New,45.24,0884092097
1469,Available,New,84.15,0380776510
1470,Checked Out,Poor,61.73,0553585681
1471,Checked Out,Poor,116.79,0393321576
1472,Available,Poor,26.1,1400077826
1473,Checked Out,Fair,21.27,014029645X
1474,Available,Poor,93.49,0842342702
1475,Checked Out,Good,61.18,0812504364
1476,Checked Out,New,54.46,0394404289
1477,Available,New,145.5,0872203492
1478,Available,Good,126.5,0972044205
1479,Available,Good,115.84,067170124X
1480,Available,Good,37.5,0743469801
1481,Checked Out,Fair,144.53,0345325818
1482,Checked Out,Good,45.48,0373750013
1483,Checked Out,Fair,98.39,0679743464
1484,Available,Fair,107.94,3257233051
1485,Available,Good,84.55,0312774842
1486,Available,Poor,135.12,0804102279
1487,Available,New,90.56,0804106304
1488,Checked Out,New,21.28,0399501487
1489,Available,Good,131.96,0385327773
1490,Available,New,106.85,1570719586
1491,Checked Out,Poor,138.38,0140029400
1492,Available,New,137.61,0064407667
1493,Available,Fair,65.28,0312422156
1494,Checked Out,Fair,117.89,0679423079
1495,Checked Out,Poor,26.18,0060973897
1496,Available,New,139.14,0345402871
1497,Checked Out,New,75.66,0380754509
1498,Available,New,25.44,0374343381
1499,Available,Fair,27.04,0060923245
1500,Available,Good,77.2,014131088X
1501,Checked Out,Fair,78.83,0006550789
1502,Checked Out,New,58.78,1881320189
1503,Available,Good,109.5,0345404793
1504,Available,New,142.66,0452281784
1505,Checked Out,Poor,136.88,0373709617
1506,Available,Good,81.52,0884041093
1507,Available,Fair,65.61,0061052515
1508,Available,Fair,75.02,0345285549
1509,Available,Fair,105.5,0425098109
1510,Checked Out,Good,56.04,081257060X
1511,Available,Good,27.15,0156027321
1512,Available,Good,124.96,0609806505
1513,Checked Out,New,35.38,0740704532
1514,Available,New,21.42,1570362084
1515,Available,New,51.34,0517077744
1516,Checked Out,Fair,108.25,038531258X
1517,Checked Out,Fair,38.2,0060973897
1518,Available,New,139.35,0553273604
1519,Checked Out,Fair,76.58,0553295071
1520,Available,Good,80.81,0670829943
1521,Available,Good,64.58,0812575954
1522,Available,Fair,36.53,0460878263
1523,Checked Out,Fair,89.48,0807079200
1524,Checked Out,New,110.27,0060970790
1525,Available,Fair,45.22,0679777431
1526,Checked Out,Poor,26.08,0451450256
1527,Available,Good,81.18,0440206154
1528,Checked Out,New,98.43,0671000306
1529,Checked Out,Good,69.25,0451163494
1530,Available,Fair,32.11,0425178242
1531,Available,Poor,81.94,1931412677
1532,Available,Poor,147.9,0064408329
1533,Available,Fair,124.11,0861638522
1534,Checked Out,Poor,104.42,1562827049
1535,Available,Fair,116.53,0393312801
1536,Available,New,142.37,3596214629
1537,Available,Poor,147.99,0393011224
1538,Available,Fair,103.48,0446531332
1539,Available,Good,49.17,0151001006
1540,Available,Poor,127.19,0671027344
1541,Available,Poor,88.38,0316171107
1542,Checked Out,New,114.02,0743400720
1543,Checked Out,Good,49.89,0345310292
1544,Available,Fair,32.39,1863714081
1545,Available,Fair,98.48,0380817144
1546,Available,Good,68.16,0385306032
1547,Checked Out,Fair,146.86,0307118703
1548,Available,Poor,105.53,0399149759
1549,Available,Poor,49.21,0385235941
1550,Available,Poor,23.27,2253170453
1551,Checked Out,New,34.68,0743201736
1552,Checked Out,Good,24.74,0373218400
1553,Checked Out,New,145.68,1558534245
1554,Checked Out,Poor,117.75,0446609323
1555,Available,New,126.21,020530902X
1556,Checked Out,Good,108.16,1860198597
1557,Checked Out,Poor,89.33,8420725927
1558,Available,Poor,25.07,8440616252
1559,Checked Out,New,50.32,2266033689
1560,Checked Out,Good,93.83,074345829X
1561,Checked Out,Fair,100.87,0140029400
1562,Available,New,113.05,0689825234
1563,Checked Out,Poor,93.41,0702229962
1564,Available,Fair,76.31,9505470010
1565,Checked Out,Poor,126.15,0142000663
1566,Available,Poor,133.02,0805420460
1567,Checked Out,New,130.92,0425174484
1568,Checked Out,Fair,28.03,0553582658
1569,Available,Good,32.06,0874493803
1570,Checked Out,Good,30.3,1565842103
1571,Checked Out,New,71.8,0140089586
1572,Checked Out,New,90.95,0743249887
1573,Available,Fair,47.22,2266029460
1574,Checked Out,Good,124.24,0800706544
1575,Checked Out,New,91.49,0552998338
1576,Checked Out,Fair,144.42,0345353625
1577,Checked Out,Poor,98.31,0140099832
1578,Available,Good,61.28,0151006903
1579,Checked Out,Good,80.83,0380813815
1580,Checked Out,New,112.75,1928791107
1581,Available,Good,85.73,9724119378
1582,Checked Out,Fair,145.68,3499177757
1583,Available,Good,123.46,0684833395
1584,Checked Out,Fair,84.51,0840734530
1585,Available,New,77.14,0060505273
1586,Available,Good,73.0,0440455332
1587,Checked Out,Good,45.37,0345418018
1588,Available,Poor,118.0,2070362388
1589,Checked Out,Good,75.34,0671527215
1590,Checked Out,Fair,25.41,0060192895
1591,Available,Good,22.56,0971453209
1592,Checked Out,New,115.17,0895773538
1593,Available,New,51.6,0385508042
1594,Available,New,58.88,0374177023
1595,Checked Out,Poor,100.33,8475960936
1596,Checked Out,Poor,146.61,0375705228
1597,Checked Out,Poor,101.89,038078243X
1598,Available,Fair,84.18,3453863593
1599,Checked Out,Fair,130.7,0670867144
1600,Available,Fair,32.87,0689821166
1601,Available,Fair,57.64,0786808772
1602,Checked Out,Good,108.6,0380803526
1603,Available,New,117.21,1575843366
1604,Available,Good,62.2,9681500555
1605,Checked Out,New,135.6,0440237688
1606,Available,New,111.69,0821772953
1607,Checked Out,Fair,145.31,3426650754
1608,Checked Out,Poor,27.78,3423241489
1609,Available,New,80.28,0835949362
1610,Available,Fair,93.74,8850200005
1611,Checked Out,Fair,126.2,0060930705
1612,Checked Out,New,113.52,0743458303
1613,Available,Poor,122.09,0670032425
1614,Checked Out,Good,30.71,0451526295
1615,Checked Out,Poor,74.21,042517736X
1616,Available,Poor,41.78,0425182908
1617,Available,New,49.58,0553585681
1618,Available,Poor,121.65,0486285529
1619,Checked Out,New,140.21,0385491050
1620,Available,Fair,122.79,0140620281
1621,Available,New,84.75,0451195922
1622,Checked Out,New,100.68,0849953014
1623,Available,Poor,134.24,0821758950
1624,Checked Out,Fair,101.14,0425173755
1625,Available,New,99.34,067169071X
1626,Available,New,115.8,0553580302
1627,Available,Good,28.43,1555910408
1628,Checked Out,Poor,71.26,0804111359
1629,Available,Fair,32.66,3453212150
1630,Available,New,145.32,9505470010
1631,Checked Out,Fair,127.32,0451202503
1632,Available,New,133.5,0312983654
1633,Available,Poor,107.12,0553289063
1634,Available,Poor,50.19,0060972459
1635,Checked Out,Good,27.24,0395877563
1636,Available,Poor,104.0,0671867113
1637,Available,Fair,60.76,0800706544
1638,Available,New,40.49,0446525502
1639,Checked Out,Fair,126.8,0553266500
1640,Checked Out,New,97.34,0312976275
1641,Available,Poor,90.6,844062719X
1642,Checked Out,New,71.56,0060621257
1643,Available,Fair,108.41,0553573977
1644,Available,Fair,120.87,3453171977
1645,Checked Out,New,31.96,3596129389
1646,Available,Fair,120.72,1569870942
1647,Checked Out,Fair,92.26,0486401464
1648,Checked Out,Good,126.6,078686351X
1649,Available,Poor,101.78,0892967048
1650,Available,Fair,86.28,8478098267
1651,Checked Out,Poor,82.15,006017935X
1652,Available,Poor,105.71,038548951X
1653,Checked Out,New,126.76,0446310492
1654,Checked Out,Fair,103.15,0061000175
1655,Available,Good,103.25,0380725398
1656,Available,Poor,78.75,0451191153
1657,Available,New,73.76,0316782505
1658,Available,Good,106.46,0140317937
1659,Checked Out,Good,87.45,0684868911
1660,Available,Poor,111.46,0345361792
1661,Available,Good,110.95,0345384466
1662,Available,New,130.24,0446606197
1663,Checked Out,New,130.77,0446355224
1664,Checked Out,Good,147.74,0679745653
1665,Available,Fair,44.65,034545829X
1666,Available,Good,21.01,0393029190
1667,Checked Out,New,78.99,0060287802
1668,Checked Out,Good,98.63,0688105408
1669,Available,Poor,137.88,0425158616
1670,Available,Good,102.69,0618127453
1671,Checked Out,Fair,149.84,0312169655
1672,Available,New,25.24,0399139125
1673,Available,New,57.12,0440234964
1674,Available,New,105.09,0590112899
1675,Available,Fair,37.66,1561011525
1676,Checked Out,Fair,38.77,0385315287
1677,Available,Good,88.92,0060936363
1678,Available,Poor,79.11,1551669404
1679,Available,Fair,34.85,0130179620
1680,Available,New,46.91,0394178017
1681,Available,Poor,115.13,0553583085
1682,Available,Fair,87.36,0446610399
1683,Available,New,123.26,0671779338
1684,Available,Good,141.26,0385336772
1685,Available,Poor,102.37,0871137631
1686,Available,Good,68.59,0375724575
1687,Available,Fair,76.39,0394742591
1688,Checked Out,Fair,138.47,0345433084
1689,Available,Good,104.07,0741407213
1690,Available,Fair,116.22,0393318435
1691,Available,Good,113.38,0140620125
1692,Available,Good,77.05,0373196989
1693,Checked Out,New,51.05,0812550307
1694,Available,New,33.78,0553574175
1695,Checked Out,Poor,52.8,0446612545
1696,Available,Fair,24.2,0345438329
1697,Checked Out,Poor,89.54,044651747X
1698,Available,Fair,41.51,0449217868
1699,Checked Out,Good,110.61,1583140352
1700,Checked Out,New,112.05,0425175405
1701,Available,Poor,40.31,0060013117
1702,Available,Poor,114.17,0140345809
1703,Available,Good,22.32,0812521129
1704,Available,Good,72.44,0819154946
1705,Available,Good,37.3,340780573X
1706,Available,Fair,111.87,0345401123
1707,Available,Good,23.03,3404920910
1708,Checked Out,Poor,105.53,0307177092
1709,Checked Out,Poor,80.87,0425137945
1710,Checked Out,Poor,47.17,0380728125
1711,Available,New,26.96,0851707777
1712,Available,Poor,103.41,0425156842
1713,Available,Fair,127.92,0465016103
1714,Checked Out,Poor,84.55,0743213831
1715,Available,New,66.6,074141127X
1716,Available,Good,74.45,3442435838
1717,Available,Fair,81.17,076218857X
1718,Available,Poor,146.75,0060977477
1719,Checked Out,Fair,72.48,0312982194
1720,Checked Out,Good,136.05,0156528207
1721,Checked Out,New,134.5,0399501487
1722,Available,New,90.45,3442098424
1723,Available,Poor,127.04,0060006048
1724,Checked Out,Poor,49.88,0440217806
1725,Available,Good,60.17,1562477676
1726,Available,Poor,26.91,3257216416
1727,Available,Poor,32.23,0671527215
1728,Available,Good,129.18,3453099613
1729,Available,New,83.65,0316602906
1730,Checked Out,Poor,60.38,0425181111
1731,Checked Out,Good,81.38,080521061X
1732,Available,New,99.53,0061093106
1733,Checked Out,New,70.13,0140620427
1734,Checked Out,Poor,68.28,0440235162
1735,Available,Good,32.37,0793133955
1736,Available,New,81.21,0812521331
1737,Available,New,133.43,0684825821
1738,Checked Out,Poor,134.41,3257214154
1739,Available,Good,76.18,0393045218
1740,Checked Out,Fair,148.3,0671694049
1741,Available,Good,23.04,0553582933
1742,Available,New,123.31,0373834985
1743,Available,Fair,69.38,0872200760
1744,Available,Good,83.5,031215125X
1745,Available,Poor,143.08,0805063889
1746,Available,New,38.93,0060094850
1747,Checked Out,Poor,93.42,0020518609
1748,Checked Out,Poor,102.17,8532501192
1749,Checked Out,Poor,93.36,0933121245
1750,Checked Out,Poor,56.52,014029645X
1751,Checked Out,Fair,114.56,1593160151
1752,Checked Out,Poor,118.32,0440224039
1753,Available,Good,109.48,0375727566
1754,Available,Poor,123.23,844062719X
1755,Checked Out,Poor,141.36,0060116188
1756,Available,New,125.61,0316748641
1757,Available,New,80.6,1558744606
1758,Available,Good,80.48,3499222604
1759,Checked Out,New,88.9,0812523873
1760,Checked Out,Poor,30.76,3423125551
1761,Checked Out,Poor,20.66,067163884X
1762,Available,Good,122.98,0553562819
1763,Available,Fair,122.27,3310005844
1764,Available,Fair,110.81,0345369947
1765,Available,Poor,95.87,006092988X
1766,Checked Out,Poor,129.66,0517006456
1767,Available,Good,52.75,0552996009
1768,Available,Good,70.99,3426605686
1769,Checked Out,New,90.26,0679426159
1770,Available,New,53.63,0345353145
1771,Available,New,110.82,1573228737
1772,Available,New,89.38,0684867621
1773,Available,Poor,106.34,0684864843
1774,Available,Poor,130.71,0062770500
1775,Checked Out,New,22.38,0671041177
1776,Available,Poor,108.11,193156146X
1777,Available,New,93.59,0373708319
1778,Available,Good,25.83,0449005615
1779,Available,New,20.12,0307001164
1780,Available,Poor,123.33,0380619458
1781,Available,Good,34.11,0140143599
1782,Available,New,80.16,0940322978
1783,Available,New,25.2,0671614460
1784,Checked Out,Good,58.9,0516076272
1785,Available,Good,143.0,0440211727
1786,Checked Out,New,118.95,0345438329
1787,Available,Good,96.69,0060809027
1788,Available,New,65.73,0030615321
1789,Checked Out,New,135.56,2264030542
1790,Available,New,60.4,2264030542
1791,Available,Poor,24.41,2266033689
1792,Available,Good,68.18,0807565288
1793,Available,New,38.95,0060977477
1794,Available,Poor,77.37,0385475713
1795,Available,Poor,143.97,0316089745
1796,Checked Out,New,50.7,0811201090
1797,Available,Fair,95.16,1860198597
1798,Available,Fair,76.33,0380715899
1799,Available,Good,63.61,0472113658
1800,Checked Out,New,67.98,1593080743
1801,Available,New,137.52,038082101X
1802,Checked Out,Fair,78.17,044023722X
1803,Available,Good,144.63,0449006344
1804,Checked Out,New,108.25,3423620005
1805,Available,New,94.39,0373764146
1806,Checked Out,Good,36.53,067168390X
1807,Checked Out,Good,137.83,0140143599
1808,Available,Good,81.62,1558747028
1809,Available,Fair,97.62,0061012149
1810,Available,New,131.13,1414035004
1811,Available,Poor,73.59,1565115228
1812,Checked Out,Poor,64.9,0515122408
1813,Available,New,36.71,0061030147
1814,Checked Out,Good,77.57,0870441663
1815,Available,Good,143.32,0872203492
1816,Checked Out,Poor,88.19,0842342702
1817,Available,Poor,42.58,0915950839
1818,Available,Fair,91.67,8440691475
1819,Available,New,93.66,0786867086
1820,Available,Poor,74.64,0345433173
1821,Checked Out,Good,103.69,0312422156
1822,Available,Fair,42.76,0883659654
1823,Available,Good,126.85,0553107305
1824,Available,New,95.48,0316769487
1825,Available,New,123.5,0061097659
1826,Available,Fair,85.87,0440940001
1827,Checked Out,Fair,128.76,0440226694
1828,Available,Good,39.45,0006550789
1829,Available,Fair,58.67,0446525804
1830,Available,Good,42.55,0452277337
1831,Available,Poor,120.7,1853262404
1832,Checked Out,Good,47.64,0064409457
1833,Available,Good,125.94,0345391802
1834,Available,New,108.9,0446606197
1835,Checked Out,Fair,21.61,0516076272
1836,Available,New,53.7,0440224608
1837,Checked Out,Poor,61.91,0551032510
1838,Available,Good,145.59,0765348446
1839,Checked Out,Good,104.54,0609606727
1840,Checked Out,Poor,65.41,0385306032
1841,Available,Fair,101.55,0679743464
1842,Available,Poor,61.94,2070417743
1843,Checked Out,Good,145.71,0609605623
1844,Available,New,104.71,0449245691
1845,Available,New,94.09,0375406328
1846,Available,Fair,31.6,8420725927
1847,Checked Out,Fair,128.37,0380792664
1848,Checked Out,Poor,46.84,0671500546
1849,Available,Good,59.25,0425130215
1850,Available,Good,29.99,0618231617
1851,Available,New,93.62,0394820371
1852,Available,Good,56.47,0142001740
1853,Checked Out,New,55.77,0061097659
1854,Available,Fair,36.64,0060930705
1855,Available,Fair,99.01,0385512104
1856,Available,Poor,38.4,3499151502
1857,Available,Fair,108.25,3257233051
1858,Available,Fair,59.56,2070419878
1859,Available,Poor,26.7,3257201761
1860,Available,Good,36.9,0446606723
1861,Checked Out,Good,109.31,0871137631
1862,Available,Poor,105.5,0553205757
1863,Available,Poor,70.42,0440217520
1864,Available,New,62.7,0060987103
1865,Available,Poor,119.88,0743456866
1866,Available,Fair,98.96,0440122090
1867,Available,Good,121.17,0676974562
1868,Checked Out,New,23.35,0091880955
1869,Checked Out,Poor,120.68,074345829X
1870,Available,Fair,57.9,0486284735
1871,Checked Out,Poor,89.67,0440949424
1872,Available,Poor,21.5,0373484070
1873,Checked Out,Fair,147.18,0373250339
1874,Checked Out,Fair,78.68,0345413369
1875,Available,Good,36.87,3596144434
1876,Available,Good,138.14,0312269587
1877,Checked Out,Good,130.8,3502670005
1878,Available,Good,76.98,0440235057
1879,Checked Out,Fair,108.71,2253004243
1880,Checked Out,Good,93.71,0440415993
1881,Checked Out,Poor,126.58,0060914653
1882,Checked Out,Fair,58.77,037348397X
1883,Available,Poor,46.63,0316171107
1884,Checked Out,Good,144.46,0316182540
1885,Available,Fair,73.99,2894850743
1886,Available,Fair,53.06,0316693324
1887,Available,New,40.37,0451525221
1888,Checked Out,Good,31.33,0375706410
1889,Checked Out,Poor,104.07,0767903579
1890,Available,New,90.86,0375500766
1891,Available,New,36.37,067169071X
1892,Available,Poor,57.73,0590447319
1893,Available,Good,28.06,038529929X
1894,Available,Good,59.33,2207251756
1895,Available,Good,75.09,0835607860
1896,Available,Fair,141.77,0394551427
1897,Available,New,134.58,0380002450
1898,Available,Poor,143.16,0671525794
1899,Checked Out,Poor,87.2,0890877564
1900,Available,Fair,101.03,0846705672
1901,Available,Good,73.96,3257214154
1902,Checked Out,Good,65.81,0345416260
1903,Checked Out,Poor,106.3,0963094424
1904,Checked Out,Poor,131.68,014025448X
1905,Checked Out,Fair,100.53,0312963009
1906,Available,Good,37.98,1857938011
1907,Checked Out,Fair,146.84,8433914545
1908,Checked Out,Fair,31.71,0515134279
1909,Available,New,66.53,0890876096
1910,Checked Out,New,108.61,0062502182
1911,Checked Out,New,109.71,0785324712
1912,Available,Good,25.74,1570362084
1913,Available,New,118.98,0486401464
1914,Available,Fair,130.49,0440215625
1915,Available,Fair,127.43,8420441732
1916,Available,Good,39.95,0394718968
1917,Checked Out,New,125.78,0440122090
1918,Available,Fair,40.06,0786866276
1919,Available,Fair,103.09,3746611229
1920,Checked Out,Fair,53.38,0756401453
1921,Available,New,104.65,0273649949
1922,Available,New,131.33,0312303033
1923,Available,Poor,66.52,052594463X
1924,Available,Poor,88.6,0345422392
1925,Available,New,76.48,1862047626
1926,Checked Out,Good,24.68,3404920910
1927,Available,Good,102.27,0140348107
1928,Available,New,43.92,0812517032
1929,Checked Out,New,52.36,0385500769
1930,Available,Fair,87.97,3404920910
1931,Available,Fair,71.95,0151000638
1932,Available,Fair,60.12,0380712172
1933,Checked Out,Good,81.88,8429736131
1934,Checked Out,New,63.96,0385486804
1935,Checked Out,Fair,98.62,0440214424
1936,Checked Out,Good,130.38,0345375211
1937,Checked Out,Good,62.07,074141127X
1938,Available,New,32.63,0425164403
1939,Available,Fair,135.99,0812909372
1940,Available,Good,22.41,0345308239
1941,Available,Fair,104.77,038531258X
1942,Available,Poor,105.28,038531258X
1943,Available,New,141.17,0192820753
1944,Available,Good,98.18,0887841740
1945,Available,Poor,57.77,0737020121
1946,Available,Poor,27.45,0590660543
1947,Checked Out,Fair,112.61,3492229336
1948,Checked Out,Poor,58.17,034545829X
1949,Checked Out,Poor,82.77,3746611229
1950,Checked Out,Good,40.74,342311360X
1951,Available,New,144.34,0809237628
1952,Available,Poor,138.33,0553131893
1953,Available,Poor,47.52,1575666529
1954,Available,Poor,76.06,8483002523
1955,Available,New,60.92,0345435869
1956,Available,Fair,39.84,0451450604
1957,Available,New,103.19,0671027344
1958,Available,Fair,32.98,0316089699
1959,Available,Good,136.18,0786248688
1960,Available,New,77.83,0375725784
1961,Checked Out,Fair,81.13,0385335482
1962,Checked Out,New,34.16,2070334368
1963,Available,Poor,90.37,1551666200
1964,Available,New,92.14,0425109267
1965,Checked Out,Good,143.44,0684717255
1966,Available,Good,103.12,0285632655
1967,Available,Fair,128.87,020530902X
1968,Available,New,121.99,0425166619
1969,Available,Good,135.65,0140042393
1970,Checked Out,Poor,21.11,0804102279
1971,Available,Fair,50.53,3442720001
1972,Available,New,70.05,0593043995
