ISBN,title,publication_year,description_id
8478800336,The Race for the Triple Crown,2001,440
8478884963,Lewis and Clark: Doctors in the Wilderness,2001,441
8483002523,OFFICIAL GUIDE TO THE SMITHSONIAN,1995,442
8486433193,Dale Earnhardt: 1951-2001,2000,443
0600586898,"The Insiders' Guide to Civil War Sites in the Eastern Theater, 2nd",1998,444
1853260622,The Mayor of Central Park,2003,445
1857938011,Diary of an Arctic Year,1991,446
0060804157,Don't Give It Away! : A Workbook of Self-Awareness and Self-Affirmations for Young Women,1999,447
8466601090,One Day My Soul Just Opened Up: 40 Days and 40 Nights Toward Spiritual Strength and Personal Growth,1998,448
0140382658,St. John's Wort,1998,449
0152012966,Long Road to Freedom: The Advocate History of the Gay and Lesbian Movement (Stonewall Inn Editions),1994,450
0312283784,"Escape Your Shape: How to Work Out Smarter, Not Harder",2001,451
0345297709,Pony Express Christmas,2000,452
0345313097,Christmas Decorations from Williamsburg's Folk Art Collection,1976,453
0345335465,Here: A Biography of the New American Continent,2001,454
0345416848,Phonics (Step Ahead),2000,455
0385333404,The World of Silent Flight,1982,456
044021145X,Songs from the Hills: An Intimate Look at Country Music,1993,457
0449212084,The transparent self,1971,458
0553582682,The Mammoth Cheese: A Novel,2003,459
0590947257,"The Pearsall Guide to Successful Dog Training: Obedience ""from the Dog's Point of View""",1980,460
074345829X,America-Watching: Perspectives in the Course of an Incredible Century,1976,461
0786913878,"People Power: How to Create a Lifetime Network for Business, Career, and Personal Advancement",1995,462
0801491827,"Half Empty, Half Full: Understanding the Psychological Roots of Optimism",2001,463
0816729913,The Sooners,1982,464
0843136685,Finding Birds in the National Capital Area,1983,465
0866119531,Holy Siege: The Year That Shook Catholic America,1992,466
0866119566,Guilty: The Collapse of Criminal Justice,1996,467
0870441663,Big Trouble: A Murder in a Small Western Town Sets Off a Struggle for the Soul of America,1997,468
1561561428,Life in a Medieval Castle,1979,469
0553210092,Branch Rickey's Little Blue Book: Wit and Strategy from Baseball's Last Wise Man,1995,470
0553258524,What Just Happened: A Chronicle from the Information Frontier,2002,471
0688163726,"If You Leave Me, Can I Come Too?",1995,472
1569471096,Mississippi Memories: Classic American Cooking from the Heartland to the Mississippi Bayou,1994,473
055358099X,Pioneering Ascents,1991,474
0316168815,"Feed a Cold, Starve a Fever: A Dictionary of Medical Folklore",1991,475
014023828X,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,1997,476
0316314927,Wits and Sages,1984,477
0345424719,Bubbles Ablaze,2003,478
0375414746,The Third Sister: A Continuation of Jane Austen's Sense and Sensibility,1996,479
0375726403,Breads: Step-by-Step Techniques,1984,480
0385503857,"Death Benefit: A Lawyer Uncovers a 20-year Pattern of Seduction, Arson and Murder",1993,481
0425156842,Making War,1992,482
0440226104,Beyond Survival: New Directions for the Disarmament Movement,1999,483
0452277337,Surprise Party,1984,484
0553802488,Real World Illustrator 8 (2nd Edition),1998,485
0671021001,Machine Embroidery (The Potter Needlework Library),1996,486
0767903579,Dressed to Grill: Savvy Recipes for Girls Who Play with Fire,2002,487
0805063897,Shadow Money,1988,488
0679777431,The Book of the Month: Sixty Years of Books in American Life,1986,489
0553285343,F. Scott Fitzgerald (Literary Lives),1987,490
0486285529,The Research Universities and Their Patrons,1982,491
0671002481,Sams' Teach Yourself Upgrading and Fixing PCs in 24 Hours (Teach Yourself in 24 Hours Series),1998,492
0812523385,Living With Cannibals And Other Womens Adventures,2000,493
0895774666,A Time of Our Choosing: America's War in Iraq,2003,494
0020199090,Rewriting History,2004,495
0385495145,Girls! Girls! Girls!:  Essays on Women and Music,1996,496
0679733825,The Soul of Golf,1997,497
0842329129,Restoring Hope: Conversations on the Future of Black America,1997,498
0345451260,"Love Awaits: African-American Women Talk about Sex, Love, and Life",1995,499
0740700235,Italian Days,1990,500
0380973545,A Romance of the Equator: The Best Fantasy Stories of Brian W. Aldiss,1990,501
0393321576,China After Mao (Princeton Legacy Library),1967,502
0743424425,Universal Foam: From Cappuccino to the Cosmos,2000,503
0786868015,The Leading Edge,1986,504
0446610178,West With The Night,1983,505
0684854953,Student Success Secrets (Barron's Educational Series),1989,506
0743229878,Dragons Teeth,1988,507
0380617625,I Feel Great and You Will Too!: An Inspiring Journey of Success with Practical Tips on How to Score Big in Life,2001,508
0380732335,How Is My Second Grader Doing In School? What to Expect and How to Help,1999,509
0385337132,"Why Me?: Coping With Grief, Loss and Change",1988,510
0440235057,Empowering Technology: Implementing a U.S. Strategy,1993,511
0445402040,The Runaway: A Novel,2000,512
0618119760,Sky Woman Falling,2003,513
0871138646,Art of the Gold Rush,1998,514
0026329859,The Birdcage Book: Antique Birdcages for Contemporary Collector,1992,515
0060621257,The Argument Culture: Moving from Debate to Dialogue,1998,516
0060915544,Lincoln and Slavery,1999,517
0060917016,William Faulkner: First Encounters,1985,518
0060925000,Feminism and Psychoanalytic Theory,1991,519
0060932759,Moral Freedom: The Search for Virtue in a World of Choice,2001,520
0061000280,Western Junior League Cookbook,1988,521
0192815318,Better Homes and Gardens Household Hints and Tips,1990,522
0312195516,Some Times in America,2000,523
0380792664,Christmas Treasures: Christmas Cookies,1990,524
0393048977,The Perfect Christmas,1998,525
0399137807,"Making Cents: Every Kid's Guide to Money : How to Make It, What to Do With It",1989,526
039914739X,A Woman's Worth,1994,527
0451203046,100 Greatest Pitchers,1988,528
0451410556,WHAT YOUR 3RD GRADER NEEDS TO KNOW (Core Knowledge Series),1992,529
0451523318,Mac OS X Hacks: 100 Industrial-Strength Tips & Tricks,2003,530
0486281965,Blast from the Past: A Novel (Kinky Friedman Novels),1998,531
0486292940,Gymnastics Balancing Acts,1997,532
051762639X,Castaways of the Flying Dutchman,2001,533
0684824442,Beast,1991,534
0743458303,Star Bright: A Christmas Story,1997,535
081296666X,Mapping the Next Millennium: The Discovery of New Geographies,1992,536
0819215635,Baby Science: How Babies Really Work!,1998,537
0880011025,How to Get Straight A's in School and Have Fun at the Same Time,1999,538
1561011525,American Family Treasury,1993,539
1877727083,"Breakthroughs (The Great War, Book 3)",2000,540
0486206173,"The Widow of Larkspur Inn (The Gresham Chronicles, Book 1)",1998,541
0312278586,Lincoln's Little War: How His Carefully Crafted Plans Went Astray,1997,542
8845229041,Exploring Europe by Boat: A Practical Guide to Water Travel in Europe,1994,543
887641486X,Celebrities and Their Angels,1999,544
0140370900,Lydia Cassatt Reading the Morning Paper,2001,545
0674511255,Ohio Angels: A Novel,2002,546
0030096189,Now What Can I Do?,2001,547
0312965745,Heavenly Date and Other Flirtations,2003,548
0345374657,A Woman's Book of Strength,1995,549
0395710901,"The Ethnic Myth: Race, Ethnicity, and Class in America",1989,550
080521061X,Anyway: The Paradoxical Commandments: Finding Personal Meaning in a Crazy World,2002,551
0823032612,Conversations About Bernstein,1995,552
0679310002,Secret Language of the Soul: A Visual Exploration of the Spiritual World,1997,553
0312288115,Indispensable Cat,1994,554
0316171107,Teach Yourself Cgi Programming With Perl 5 in a Week (Teach Yourself Series),1996,555
0380710218,Wild Meat and the Bully Burgers (Harvest Book),1997,556
0515118656,Word,1998,557
0553289063,Total Eclipse,1996,558
0671000306,The Bottom Line Is Murder (A Viking Novel of Mystery and Suspense),1988,559
0671673688,The Four Seasons Spa Cuisine,1986,560
1561672033,Life Lines: Holding on (and Letting Go),1996,561
0425178242,The Elfreth Book of Letters,1985,562
0618173870,Starting to Draw (Artist's Painting Library),1981,563
0156027321,At War with Ourselves: Why America Is Squandering Its Chance to Build a Better World,2003,564
0375403582,Nijinski,1989,565
0385721420,The Illustrated Lark Rise to Candleford: A Trilogy by Flora Thompson,1983,566
0451202341,Solving Patient Problems: Ambulatory Care (Clerkship Series),1998,567
0743418190,Dead Men Don't Marry,1989,568
0385335407,John Stanislaus Joyce: The Voluminous Life and Genius of James Joyce's Father,1998,569
0965746828,The Second Shift,1990,570
0060923245,American Wine (No. 80782),1984,571
0486272664,Marlene: An Intimate Photographic Memoir,1992,572
0786015276,Legacy of the Cat,1990,573
0060913509,Food--Your Miracle Medicine,1994,574
0553272837,Joe Morgan: A Life in Baseball,1993,575
0440225078,King of the Gypsies,1975,576
0312145543,Hot Hips and Fabulous Thighs: Look Great in Just 6 Weeks,1991,577
0425181111,Deserts: Miracle of Life,1993,578
0380732688,Hour of the Manatee (Tony Lowell Mysteries),1994,579
0140286276,Jim Coleman's Flavors,2001,580
0373484100,"Homelands and Waterways: The American Journey of the Bond Family, 1846-1926",1999,581
0449907481,"Wilson's Ghost: Reducing the Risk of Conflict, Killing, and Catastrophe in the 21st Century",2001,582
0553107305,Civil Wars: A Battle for Gay Marriage,2004,583
080213825X,Jane Austen (Literary Lives Series),1998,584
0515127833,This Side of Brightness,1998,585
0345441133,"She Wins, You Win: The Most Important Rule Every Businesswoman Needs to Know",2003,586
0515134279,Spirits in the Sky: Classic Aircraft of World War II,1993,587
0945586051,"Cato Supreme Court Review, 2002-2003",2003,588
0385490992,Stealing Home,1979,589
0385424728,Blade Dancer,2003,590
0312980388,"Joan Lunden's Healthy Living: A Practical, Inspirational Guide to Creating Balance in Your Life",1997,591
0590419625,Group Dynamics (Psychology),1989,592
0385472951,Here and Nowhere Else : Late Seasons of a Farm and Its Family (Concord Library Book),1998,593
0451195663,Wallace,1996,594
0425182878,Tabloid Dreams: Stories,1996,595
0553564528,Blueprint for the Environment: A Plan for Federal Action,1989,596
055356451X,The Little Secret That Can Change Your Life,2005,597
0743412621,Killobyte,1993,598
0849943728,Principles and Practice of Psychopharmacotherapy,1997,599
0849943450,Photography For Dummies (For Dummies (Computer/Tech)),1998,600
084994371X,Talking To Angels: A Life Spent in High Latitudes,1997,601
0590406019,Irritable Bowel Syndrome: A Natural Approach,1999,602
0020442408,"Labor of Love, Labor of Sorrow",1986,603
0553225987,Name All the Animals: A Memoir,2004,604
042517736X,"Holiday Cooking (Great Taste, Low Fat)",1995,605
0671868713,Iron and Silk,1987,606
038549825X,The Heart of Boswell: Six Journals in One Volume,1981,607
0553202294,Stolen Season: A Journey Through America and Baseball's Minor Leagues,1991,608
0345313860,The London Ritz Book of Christmas: The Art & Pleasures of a Traditional Christmas,1990,609
0345369947,"Deliver Us from Evil: Defeating Terrorism, Despotism, and Liberalism",2004,610
067170124X,Born Blue,2003,611
0345353625,The King of Babylon Shall: Not Come Against You,1998,612
0308102282,Shades of Blue and Gray (Harvest Book),1998,613
006017143X,The New York Public Library's Books of the Century,1997,614
0805056491,Quiltmakers of Australia: Celebrating the Traditions,1996,615
0679401377,Letters to a Fiction Writer,1999,616
1562827049,It Had to Be You: Sometimes You Just Know When He's the One...,2001,617
0385306032,The Herbal Palate Cookbook,1998,618
0816152446,Bart Simpson's Guide to Life: A Wee Handbook for the Perplexed,1993,619
0821772953,Strange Fits of Passion: A Novel,1999,620
0345379454,Substance Abuse Disorders in Clinical Practice (Norton Professional Books),1998,621
0553576925,"Theorizing Feminism: Parallel Trends In The Humanities And Social Sciences [Aug 18, 1994] Stewart, Abby J",1994,622
0743206053,Turning Life into Fiction,1994,623
0688169678,Foundations of Epidemiology,1980,624
0439319552,Dislocations: Stories (Norton Paperback Fiction),1990,625
0590870157,River Journeys,1985,626
0307001164,The Ships,1992,627
0440441501,Short Fiction by Hispanic Writers of the United States (Pitt Series in Policy and),1993,628
0590687301,Adventuring in the Chesapeake Bay Area (Sierra Club Adventure Travel Guides),1999,629
0439061644,Everything Romance Book (Everything Series),2001,630
0439569842,From Abfab To Zen,1999,631
0307118703,The New Rules of Money: 88 Strategies for Financial Success Today,1998,632
0590418858,Seamless Government: A Practical Guide to Re-Engineering in the Public Sector,1994,633
030720152X,Talkin' About My G-G-Generation (A Doonesbury Book),1988,634
0816728739,Magazine Writing That Sells,1994,635
0865050880,Understanding Men's Passages: Discovering the New Map of Men's Lives,1998,636
0812519655,Vehicles,1991,637
0812524853,Mapping the Next Millennium: How Computer-Driven Cartography Is Revolutionizing the Face of Science,1993,638
0449211770,Talking from 9 to 5: Women and Men at Work,2001,639
193072229X,Laughing in the Dark: Movie Comedy from Groucho to Woody,1992,640
0812521129,New York Entertains.,1974,641
0345251733,Social Security: The System That Works,1988,642
1400077826,Captured by History: One Man's Vision of Our Tumultuous Century,1997,643
0312995431,Ready-to-Use Decorative Corners (Dover Clip Art Ready-to-Use),1987,644
0312312628,Living the Bill of Rights: How to Be an Authentic American,1999,645
0446394521,VISIONS OF TECHNOLOGY: A Century Of Vital Debate About Machines Systems And The Human World (The Sloan Technology Series),1999,646
0590021117,A Booke of Days: A Novel of the Crusades,1998,647
068484267X,"According to Queeney: A Novel (Bainbridge, Beryl)",2002,648
0553578693,Have Fun with Your Kids the Lazy Way,1999,649
0380709260,Critic's Notebook (A Harvest Book),1995,650
0807565288,"Nearer, My God: An Autobiography of Faith",1998,651
0312986769,Rekindling the Flame: How Jews Are Coming Back to Their Faith,2002,652
0345413377,"Watching, from the Edge of Extinction",1999,653
0345413369,Plasterworks: A Beginner's Guide to Molding and Decorating Plaster Projects from Stars and Cherubs to Shells and Sunflowers,1996,654
0679893105,Living When a Loved One Has Died: Revised Edition,1995,655
0061096091,Pasta Verde,1995,656
0345369068,Valuing Diversity: New Tools for a New Reality,1994,657
0451184718,School of Dreams: Making the Grade at a Top American High School,2003,658
0449209121,Life Mask,2004,659
0060938455,Rules for Aging: A Wry and Witty Guide to Life,2001,660
080411952X,American Places: Encounters with History,2000,661
0060575808,Romantic Shakespeare: Quotes from the Bard on Love and Lovers,2000,662
0060558865,American Empire: The Center Cannot Hold,2002,663
0767912918,Dispatches from the Front: A History of the American War Correspondent,1998,664
0553298860,On Hallowed Ground: Abraham Lincoln and the Foundations of American History,2000,665
0385335679,Journey from the Dawn: Life With the World's First Family,1990,666
0440122090,The Story of the Irish Race,1983,667
0671525832,Monterey Bay: Ultimate Guide: The Ultimate Guide From Santa Cruz to San Simeon,1999,668
0553279572,Feminist Theory: The Intellectual Traditions of American Feminism,1992,669
0061009059,Nationalism and Development in Africa: Selected Essays,1994,670
0060930187,The Pardoner's Tale,1979,671
0516076272,Lincoln Steffens (Modern literature monographs),1979,672
0679450432,Scientific American: Triumph of Discovery : A Chronicle of Great Adventures in Science (Henry Holt Reference Book),1995,673
0821775863,NBA Basketball Offense Basics,1996,674
0821770209,Cruickshank's Photographs of Birds of America,1977,675
0670855758,"Why War? Ideology, Theory, and History (Campus)",1980,676
0553562819,AFRICA (A Touchstone book),1986,677
0446364193,Penchants and Places: Essays and Criticism,1995,678
0446519138,"God Said It, Don't Sweat It: How to Keep Life's Petty Hassles from Overwhelming You",1998,679
0425179672,Choices in Healing: Integrating the Best of Conventional and Complementary Approaches,1994,680
0061042943,Forgotten Children of the AIDS Epidemic (Yale Fastback Series),1995,681
0399144463,To a Distant Island: 2,1984,682
0965404560,Eventide,2004,683
006015781X,How to Find and Buy Your Business in the Country,1985,684
0060930705,Laura Ashley Bedrooms,1988,685
0312206763,The Green Fuse: An Ecological Odyssey,1996,686
0316116025,"Ordinary Time: Cycles in Marriage, Faith, and Renewal",1994,687
0156013967,Ruined By Reading: A Life in Books,1997,688
0385314019,African American Women in Congress: Forming and Transforming History,1997,689
0743444167,We Write for Our Own Time: Selected Essays from Seventy-Five Years of the Virginia Quarterly Review,2000,690
0618231617,The Great Land: Reflections on Alaska,1994,691
1567920047,Changing Channels: Television and the Struggle for Power in Russia,1999,692
0811203220,American Spectator's Enemies List: A Vigilant Journalist's Plea for a Renewed Red Scare,1996,693
1573229148,Kurt Wolff: A Portrait in Essays and Letters,1991,694
0787955671,"Women's Health -- Missing from U.S. Medicine (Race, Gender, & Scie)",1994,695
0425174484,The Kindness of Sisters: Annabella Milbanke and the Destruction of the Byrons,2002,696
0385496907,Fuzzy Math: The Essential Guide to the Bush Tax Plan,2001,697
0446523992,Help for Dyslexic Children,1983,698
0140185216,"Doctor Who: Four to Doomsday (The Doctor Who Library, Book 77)",1983,699
0684717255,Queen Elizabeth II,1988,700
0486272745,Shadow : Five Presidents and the Legacy of Watergate,2000,701
8807120194,Something Worth Doing: The Sub-Arctic Voyage of Aqua Star,1995,702
0062507249,Wales and the War of the Roses,1995,703
0684801221,Daw 30th Anniversary Science Fiction Anthology (Daw Book Collectors),2002,704
1576737357,Recasting Autobiography: Women's Counterfictions in Contemporary German Literature and Film (Reading Women Writing),1994,705
0060083298,The Nutcracker,2004,706
0446672211,Mars: Uncovering the Secrets of the Red Planet,2000,707
0140293248,Toward a New Psychology of Women,1987,708
0807070718,Cries of the Spirit,1991,709
0743213831,Lung Cancer Chronicles,1990,710
0345305477,Cop: A True Story,1994,711
0061080519,Easy-Care Landscape Plans: 41 Professional Designs for Do-It-Yourselfers,1995,712
0142000205,The Art of Accompaniment: Making Condiments,1988,713
0316735027,Almost Innocent,1996,714
193156146X,Sandra Gustafson's Great Eats Paris,2001,715
015600710X,A Still and Icy Silence (Stuart Mallory Mystery Series),1993,716
0062517856,"Athenais: The Life of Louis XIV's Mistress, the Real Queen of France",2002,717
0679767789,Christmas Every Day,1996,718
0449911683,I'm New Here,1993,719
0425169626,Elizabeth II: 40 Glorious Years,1992,720
0449207757,Grills & Greens: Recipes for Salads and Sandwiches,1993,721
0449245691,Hamlet (Cambridge School Shakespeare),1994,722
0140029400,Child Welfare,1991,723
0140021566,The Backyard Landscaper: 40 Professional Designs for Do-It-Yourselfers,1992,724
2253004022,"Cultivating the Cook's Garden: Deliciously Fresh Things to Eat, Just Outside Your Kitchen Door",2002,725
2253005274,Toward Distant Suns,1980,726
225300670X,Journey to the Center of Our Galaxy: A Voyage in Space and Time,1991,727
2266084372,How to Kill Your Girlfriend's Cat,1988,728
2070362388,Christmas With Southern Living 2000,2000,729
2266029460,Dear Kilroy: A Dog to Guide Us (Capital Ideas),2003,730
2253007102,Mass Murder,1991,731
2070417743,On Passover,2000,732
2266033689,A Christmas Treasury: The Children's Classic Edition,1997,733
2070384349,Managing from the Heart,1993,734
207053880X,"Dayworld Rebel (Dayworld Trilogy, II)",1987,735
2070334368,Women's Growth In Connection: Writings from the Stone Center,1991,736
2290314951,"The Hungry Years: America in an Age of Crisis, 1929-1939",1999,737
229000510X,The Runaway Brain: The Evolution Of Human Uniqueness,1993,738
3492207006,Frederic Remington: Selected Writings,1986,739
3499177757,The Irony Of Virtue: Ethics And American Power,1997,740
3889774016,Creative Quilting for Home Decor,1995,741
3502670005,Slow Food: Flavors and Memories of America's Hometowns,1992,742
0905762487,"To Toil the Livelong Day: America's Women at Work, 1780-1980",1987,743
3499222604,In Our Own Best Interest: How Defending Human Rights Benefits Us All,2001,744
3746670055,No Neutral Ground?: Abortion Politics In An Age Of Absolutes (Dilemmas in American Politics),1996,745
0140620427,"Neighboring on the Air: Cooking With the KMA Radio Homemakers (Shenandoah, Iowa)",1991,746
3596144434,Movie Anecdotes,1990,747
3442724686,"The London Rich: The Creation of a Great City, from 1666 to the Present",2000,748
0385504209,Suspicion of Madness,2003,749
0446525502,If I Never Get Back,1989,750
0385500769,"X Windows System Administrator's Guide, Vol 8 (Definitive Guides to the X Window System)",1992,751
0399147012,American Pharaoh: Mayor Richard J. Daley - His Battle for Chicago and the Nation,2000,752
0670892963,"Messages from an Owl (Princeton Legacy Library, 326)",1997,753
0688180639,Rediscovery of the Earth/13824,1979,754
0316789089,Letourneau's Used Auto Parts (A HARVEST BOOK),1995,755
0451197275,Big Lies: The Right-Wing Propaganda Machine and How It Distorts the Truth,2004,756
0425184129,Bachelorette #1,2003,757
0151001006,Distributed Computing Environments (McGraw-Hill Series on Computer Communications),1993,758
0385505833,Questions of Heaven: The Chinese Journeys of an American Buddhist,1997,759
0679442790,Unix: The Complete Reference : System V Release 3,1988,760
0525943862,Quattro Pro 4 Inside & Out,1992,761
0609605925,"Beware, Princess Elizabeth: A Young Royals Book (Young Royals, 2)",2002,762
0060191929,Plain Girl,2003,763
0743206045,A Woman's Guide to Divorce and Decision Making,1989,764
0684864843,The Old Order: Stories of the South,1955,765
0684867818,Virus X: Tracking the New Killer Plagues--Out of the Present & Into the Future,1997,766
0743406176,The Next Century,1991,767
0380978539,ADD and the College Student: A Guide for High School and College Students With Attention Deficit Disorder,1994,768
0679603352,Imagining Argentina,1991,769
0679410430,Snooze: The Best of Our Magazine (Unauthorized Parody),1986,770
0446523569,Great Moments in Baseball,1992,771
0671042556,Kids are Punny 2: More Jokes Sent by Kids to the Rosie O'Donnell Show,1998,772
0679450440,Beyond Jabez: Expanding Your Borders,2005,773
0140107649,The Nitpicker's Guide for Next Generation Trekkers,1993,774
0609606727,Housetraining: An Owner's Guide to a Happy Healthy Pet,1999,775
0446527793,Artist by Himself,1980,776
0446531332,The Unsung Season: Gardens and Gardeners in Winter,1995,777
1570717257,Remembering Jack: Intimate and Unseen Photographs of the Kennedys (BULFINCH PRESS),2003,778
0060192631,Closing the Gap: A Strategy for Bringing Parents and Teens Together,2001,779
0385420161,Oracle8i For Dummies (For Dummies Series),2000,780
0345339711,Selvages and Biases: The Fabric of History in American Culture,1989,781
052594463X,Beers of the World,1996,782
039304016X,For Our Beloved Country: American War Diaries from the Revolution to the Persian Gulf,1994,783
0399147128,ABC Et Cetera: The Life & Times of the Roman Alphabet,1994,784
0670031046,The Sporting News: Baseball Trivia Book,1983,785
0394574745,"Kennedy White House: Family Life and Pictures, 1961-1963 (Lisa Drew Books)",2001,786
0316969443,Grumbles From The Grave,1990,787
0743230051,Ramona Forever (Ramona Series),2020,788
0316693200,An Obsession With Butterflies: Our Long Love Affair With A Singular Insect,2003,789
0684868911,A Samba for Sherlock,1997,790
0842336214,If the Gods Had Meant Us to Vote They Would Have Given Us Candidates,2000,791
0399148582,Earth Shock: Climate Complexity and the Force of Nature,1993,792
0684864320,"Saveur Cooks Authentic French: Rediscovering the Recipes, Traditions, and Flavors of the World's Greatest Cuisine",1999,793
0525944834,Lesbian Mothers: Accounts of Gender in American Culture (The Anthropology of Contemporary Issues),1993,794
0345428900,Sons of the Dark: Escape - Book #2,2004,795
0451176812,Imagery for Getting Well: Clinical Applications of Behavioral Medicine,1994,796
0671525794,Sunlight At Midnight St. Petersburg And The Rise Of Modern Russia,2001,797
0718144538,A Girl Named Zippy,2002,798
0446602086,Lt: Living on the Edge,1987,799
0394551427,"Integrity: How I Lost It, and My Journey Back",1992,800
0064407667,Short-Term America: The Causes and Cures of Our Business Myopia,1991,801
0007100221,Brand Name Fat-Fighter's Cookbook,1995,802
2253148539,The Good Health Fact Book,1992,803
2253043974,All I Really Need to Know I Learned in Kindergarten: Uncommon Thoughts On Common Things,1988,804
2020315491,Delivering Knock Your Socks Off Service,1998,805
0747549923,A People Adrift : The Crisis of the Roman Catholic Church in America,2003,806
0743462335,Selected Letters of James Thurber,1984,807
0140253580,Vegetarian Feasts,1996,808
0947782141,Eden: A Novel,2004,809
057120354X,Joe Egg,1994,810
0349101779,The Gilded Dome: The U.S. Senate and Campaign Finance Reform,1994,811
0743222229,Mediterranean Flavors: Recipes from the Countries of the Sun,1995,812
185479549X,The Last Days of Haute Cuisine: The Coming of Age of American Restaurants,2002,813
0140292918,"3 Days to Vitality: Cleanse Your Body, Clear Your Mind, Claim Your Spirit",1998,814
1854795554,"Get Your Act Together: A 7-Day Get-Organized Program For The Overworked, Overbooked, and Overwhelmed",1993,815
1858813093,Marilyn,1973,816
2871290911,Postcards from No Man's Land (Carnegie Medal Winner),2002,817
0198604025,Memoirs of a Geisha,1998,818
1842151053,Divorce Busting: A Step-by-Step Approach to Making Your Marriage Loving Again,1993,819
2253063339,Monet's Years at Giverny: Beyond Impressionism (English and French Edition),1978,820
1860198597,The Power of Positive Living,1990,821
0767908473,Water Gardens (Nature Guides),1992,822
1842040154,The Farallon Cookbook: The Very Best of San Francisco Seafood Cuisine,2001,823
0140622063,Hot Mama: How to Have a Babe and Be a Babe,2003,824
0571209521,"Normal Is Just a Setting On the Dryer: And Other Lessons from the Real, Real World",2003,825
2264009306,Small Craft Advisory: A Book About the Building of a Boat,1994,826
1841952931,God's Chinese Son: The Taiping Heavenly Kingdom of Hong Xiuquan,1995,827
0890877564,Acorna: The Unicorn Girl,1997,828
1405200677,Yowl: Selected Poems About Cats,2001,829
0416196772,The Way It Was--1876,1975,830
0747538069,Back in Black: An A-List Novel,2005,831
0375501347,Light on Snow,2005,832
0060927240,Ready To Wear: An Expert's Guide to Choosing and Using Your Wardrobe,2004,833
0316776963,Soft Furnishings: Step-By-Step Sewing Projects to Decorate Your Home,1992,834
156341029X,Indian Givers: How the Indians of the Americas Transformed the World,1989,835
0060934719,Maneater,2003,836
1886383421,Stengel: His Life and Times,1984,837
1888451084,The Big Love: A Novel,2005,838
0451450256,Years of Minutes: The Best of Rooney from 60 Minutes,2003,839
1555835953,Stickin': The Case for Loyalty,2000,840
0395877563,"The Golem's Eye (The Bartimaeus Trilogy, Book 2)",2006,841
0962893862,The Song of Celestine : Inspired by the Celestine Prophecy,1998,842
1555834531,Coroner at Large,1985,843
0393318435,The Last Time They Met: A Novel,2001,844
0889740828,How to Talk So People Listen: The Real Key to Job Success,1989,845
1563410443,"Conception, Pregnancy & Birth",2000,846
1563899388,The Amber Photograph,2001,847
1563411148,This Wooden O: Shakespeare's Globe Reborn: Achieving an American's Dream (Limelight),2004,848
0553579681,"Gospel (Harpur & Iles Mysteries, 9) (Book 9)",1998,849
0553579673,Brain Boosters : Foods & Drugs That Make You Smarter,1993,850
0451181379,Science Fair: Developing a Successful and Fun Project,1987,851
0786889160,Dr. Atkins' New Diet Cookbook,1995,852
0345370740,What to Expect When You're Expecting,1996,853
0553574175,"Life Is Tough, But God Is Faithful: How to See God's Love in Difficult Times",2001,854
0553574167,Football Kids: 2,1990,855
0553574159,The Hundred Yard Lie: The Corruption of College Football and What We Can Do to Stop It,1989,856
0312287240,Mother Teresa: In My Own Words,1997,857
0679801146,Second Heaven,1982,858
0446300101,Iwo Jima: Legacy of Valor,1986,859
0821750410,Star Trek: Sarek,1994,860
0425142485,Pragmatic illusions: The Presidential politics of John F. Kennedy,1976,861
0451456548,"Animals, Inc.: A Business Parable for the 21st Century",2004,862
0060006048,Shoot the Moon,2004,863
0312906552,Dark Harbor,2005,864
0440117291,Dress Your Family in Corduroy and Denim,2005,865
0425049981,Desperate Housewives: Behind Closed Doors,2005,866
0374386676,Siblings Without Rivalry: How to Help Your Children Live Together So You Can Live Too,1998,867
0786886463,Max's Halloween (Max and Ruby),2004,868
0345395379,Straight Talk: Overcoming Emotional Battles with the Power of God's Word,2005,869
0380788497,I'm No Saint: A Nasty Little Memoir of Love and Leaving,2005,870
0307215342,Brown: The Last Discovery of America,2002,871
0374343381,The Body of Christopher Creed,2001,872
0345403339,"The Baby Owner's Manual: Operating Instructions, Trouble-Shooting Tips, and Advice on First-Year Maintenance (Owner's and Instruction Manual)",2003,873
0440226694,Secret Lives of the First Ladies,2005,874
0440219604,"Gladstone's Games to Go: Verbal Volleys, Coin Contests, Dot Duels, and Other Games for Boredom-Free Days",2004,875
0767903285,The Mammoth Book of Eyewitness History to 2000 (Mammoth Books),2000,876
0345429176,The Long-Distance Relationship Guide: Advice for the Geographically Challenged,2005,877
038529929X,Please Stop Laughing At Me...: One Woman's Inspirational Story,2003,878
1573229571,The Trees Stand Shining,1993,879
0345418778,Everyman and Medieval Miracle Plays,1993,880
0517201658,Leap of Faith: Memoirs of an Unexpected Life,2003,881
0743211383,Learning to Fly,1999,882
039914370X,Martha Stewart's Menus for Entertaining,1994,883
1884777805,What Should I Do With My Life: The True Story of People Who Answered the Ultimate Question,2002,884
0312977905,"Walk Away the Pounds: The Breakthrough 6-Week Program That Helps You Burn Fat, Tone Muscle, and Feel Great Without Dieting",2005,885
0812521331,As Hot as It Was You Ought to Thank Me: A Novel,2005,886
0451205421,101 Salivations: For the Love of Dogs,2003,887
